Communication_Communication band,Communication_Frequency [GHz],Communication_Beamwidth [deg],Communication_D_r [m],Communication_Required Eb/N0 [dB],Communication_Efficiency,Communication_D_antenna [m],Communication_Mass_communication [kg],Communication_Data Rate [bps],OBC_cpu_DMIPS,OBC_cpu_power_idle,OBC_power max,OBC_cpu efficiency,OBC_recovery rate,OBC_Throughtput per W,OBC_Mass_OBC,SolarArray_Solar Material,SolarArray_Efficiency,SolarArray_Specific Power [W/kg],SolarArray_A_solar [m^2],SolarArray_P_solar_max [W],SolarArray_Mass_solar_array [kg],Battery_Battery type,Battery_Number of cell,Battery_Diameter [m],Battery_Length [m],Battery_Volumetric Energy [Wh/m³],Battery_Specific Energy [Wh/kg],Battery_Capacity [Wh],Battery_Mass_battery [kg],Radiator_Radiator material,Radiator_A_radiator [m2],Radiator_rho [kg/m³],Radiator_emissivity,Radiator_thickness [m],Radiator_Q_rad [W/K⁴],Radiator_Mass_radiator [kg],CubeSat mass,score_4orbits,score_8orbits,score_15orbits,subscore_4_Power,subscore_4_Thermal,subscore_4_OBC,subscore_4_Comm,subscore_4_Payload,subscore_8_Power,subscore_8_Thermal,subscore_8_OBC,subscore_8_Comm,subscore_8_Payload,subscore_15_Power,subscore_15_Thermal,subscore_15_OBC,subscore_15_Comm,subscore_15_Payload
L_band1,1.35,60.0,0.09,9.0,0.62,0.2592592592592592,0.0828934936523437,50122.333674452246,500,1.5,3.0,20000.0,3.0,500000.0,0.075,Polyimide2,0.148,75.0,0.03,6.06948,0.0809264,LiSO2,3,0.021,0.07,144000,90.0,10.473944243362228,0.1163771582595803,Aluminizedmylar,0.03,1500,0.34,0.00025,5.7834e-10,0.01125,0.366447051911924,7.108386517180115,6.318339944209868,5.977490842112504,0.7612307593954424,0.9969839342756202,0.45652271427649677,0.8055177405081972,0.6502991452991453,0.6587027760189007,0.9973311564978424,0.3548623115232219,0.6640880067061814,0.6504299754299754,0.5395719483112608,0.9959495811844377,0.3242472244086559,0.6732648590574227,0.6504975517295846
L_band2,1.7,45.0,0.075,13.0,0.55,0.2745098039215686,0.16552587890625,14142.198843223963,140,0.6,1.5,8000.0,2.0,400000.0,0.058,CFRP_substrate1,0.15,69.0,0.03,6.1515,0.0891521739130434,NaS,3,0.046,0.08,399000,210.0,159.14378471660427,0.7578275462695442,Maxorb,0.03,2100,0.1,0.0015,1.7009999999999999e-10,0.0945,1.1650055990888375,6.755045009154339,5.537727730890439,4.680369346438313,0.8965098691058353,0.6735444547291836,0.6004806230061697,0.6960800134860488,0.5572649572649573,0.896330812022927,0.5216949176921466,0.5023163384324951,0.4572492891724044,0.48488943488943487,0.8962139861326988,0.4470007051593554,0.3797711340950599,0.3736502568455235,0.3950876638761649
S_band3,3.6,22.5,0.08,7.5,0.63,0.2592592592592592,0.8544252441773101,13231.153889448362,100,0.3,0.9,10000.0,2.0,300000.0,0.045,Polyimide2,0.148,75.0,0.03,6.06948,0.0809264,Li-polymer,3,0.018,0.065,169500,119.0,8.410836785804907,0.0706793007210496,Whitepaints_S13G-LO,0.03,1300,0.85,0.003,1.4458499999999995e-09,0.117,1.1680309448983597,4.938828584873543,4.402307431280007,4.081497331619047,0.8997827989760658,0.4813592249724742,0.32531582970630574,0.5555601846367855,0.37538461538461537,0.8982937483285681,0.425574502750252,0.30425501010487005,0.40137459998748404,0.3541769041769042,0.8987615077416771,0.39813420902888835,0.2779048735010575,0.34740430067830264,0.3278628968567367
S_band3,3.6,22.5,0.08,7.5,0.63,0.2592592592592592,0.8544252441773101,13231.153889448362,140,0.6,1.5,8000.0,2.0,400000.0,0.058,CFRP_substrate1,0.15,69.0,0.03,6.1515,0.0891521739130434,LiSOCl2,3,0.021,0.07,176000,110.0,12.801487408553836,0.1163771582595803,Metallic_VDA,0.03,2700,0.04,0.002,6.803999999999999e-11,0.162,1.2799545763499338,5.423287646267326,4.693614331984291,4.235585266265164,0.9063533985221466,0.5922132471312254,0.3745408093447421,0.5740931751257126,0.40649572649572646,0.9058421460361322,0.4810280619460402,0.33968434066188347,0.4087261931163474,0.37653562653562656,0.9069062039606418,0.4263364901785587,0.2961267378415868,0.3508420171397062,0.3393618701626915
C_band,4.0,22.5,0.075,8.0,0.5,0.2333333333333333,1.172051089406461,8225.61147464575,60,0.25,0.7,6000.0,1.2,300000.0,0.038,CFRP_substrate1,0.15,69.0,0.03,6.1515,0.0891521739130434,LiFe_18650,3,0.018,0.065,69730,57.75,3.460104124331423,0.0599152229321458,Betacloth,0.03,1600,0.86,0.003,1.4628599999999996e-09,0.144,1.5031184862516502,5.093089665930174,4.473268795185735,4.099243573875857,0.8566013159919884,0.5560291226537281,0.34549224482915974,0.5547733133691783,0.37538461538461537,0.8555292616488618,0.46292958561669106,0.31875521037683596,0.400587728719877,0.3541769041769042,0.8556645828456974,0.41713427572086453,0.28536224979642993,0.3466174294106956,0.3278628968567367
C_band,4.0,22.5,0.075,8.0,0.5,0.2333333333333333,1.172051089406461,8225.61147464575,160,0.4,1.2,12000.0,2.5,400000.0,0.05,Triple_junction_GaAs,0.22,46.0,0.03,9.0222,0.1961347826086956,LiSOCl2,3,0.021,0.07,176000,110.0,12.801487408553836,0.1163771582595803,Metallic_VDG,0.03,8400,0.03,0.001,5.102999999999999e-11,0.252,1.786563030274737,5.68190304333638,4.857867619798548,4.319626929208427,0.9043275491977774,0.6301412050452992,0.4268105356259814,0.5732492406745768,0.4247435897435897,0.9023806224911405,0.49999537171196595,0.3772795581560075,0.40788225866521166,0.38964987714987714,0.902702835624338,0.43597712888461926,0.31546219085824745,0.34999808268857047,0.3461064602748381
C_band,4.0,22.5,0.075,8.0,0.5,0.2333333333333333,1.172051089406461,8225.61147464575,140,0.6,1.5,8000.0,2.0,400000.0,0.058,Carbon_fiber,0.21,84.5,0.03,8.6121,0.1019183431952662,LiSOCl2,3,0.021,0.07,176000,110.0,12.801487408553836,0.1163771582595803,Silveredteflon_5mil,0.03,2100,0.78,0.005,1.3267799999999996e-09,0.315,1.7633465908613075,7.8384024598590365,6.445861312664065,5.11927860553088,0.8899555932886479,0.7364120685315342,0.7688089099306157,0.9030607500297154,0.6502991452991453,0.8892728630666666,0.5381412351982009,0.5782766285296083,0.72877758915515,0.5517506142506143,0.8895047407148886,0.4406125627173527,0.41883934293838754,0.4987171720617502,0.42947401674301056
S_band2,2.0,30.0,0.1,15.0,0.68,0.35,0.1465063861758076,12726.763832425344,500,1.5,3.0,20000.0,3.0,500000.0,0.075,CFRP_substrate1,0.15,69.0,0.03,6.1515,0.0891521739130434,NiH2_single,3,0.018,0.065,85500,57.0,4.242634484875041,0.0744321839451761,Aluminizedteflon_5mil,0.03,2200,0.66,0.005,1.12266e-09,0.33,0.7150907440340273,6.8149220870432305,6.049437434911495,5.515350329925744,0.556478220650125,0.7102851724308393,0.6674111617959324,0.9047356288220454,0.6158974358974358,0.539722684098179,0.4509448946530616,0.5832744080701706,0.9120891529644208,0.6257063882063882,0.5290291618627012,0.3014057043062494,0.625003304651074,0.8029336046041491,0.637782340862423
S_band2,2.0,30.0,0.1,15.0,0.68,0.35,0.1465063861758076,12726.763832425344,1000,1.5,2.5,25000.0,4.0,600000.0,0.12,Triple_junction_GaAs,0.22,46.0,0.03,9.0222,0.1961347826086956,LiIon_18650,3,0.018,0.065,184500,155.1,9.155158625256668,0.059027457287277,Silveredteflon_2mil,0.03,2100,0.66,0.002,1.12266e-09,0.126,0.6476686260717803,8.120969791898618,7.891506958178005,7.840654422930793,0.8303229186100979,0.9961000995826708,0.725862883366774,0.9047356288220454,0.6502991452991453,0.8322793237135954,0.9912343588419299,0.6253403137735773,0.9120891529644208,0.6504299754299754,0.8330553354920844,0.9883911872053077,0.597138500992195,0.9264843955352771,0.6504975517295846
UHF1,0.5,60.0,0.08,10.0,0.51,0.7,0.15234375,25876.622507867574,250,1.0,2.0,18000.0,2.0,500000.0,0.065,PCB2,0.174,100.0,0.03,7.135739999999999,0.0713573999999999,LiFePO4,3,0.021,0.07,103000,89.0,7.491779562960483,0.0841772984602301,Aluminizedteflon_2mil,0.03,2200,0.78,0.002,1.3267799999999996e-09,0.132,0.5048784484602301,4.6284741712225586,4.159642873688215,3.914644179752183,0.8549824934666033,0.42861596055806694,0.2494166396592437,0.6191013740891416,0.37538461538461537,0.8563554203417163,0.3841159605580669,0.24970832658163405,0.4280658314544368,0.3541769041769042,0.8577535762270728,0.36222657898623845,0.24985180131967416,0.3611967694851367,0.3278628968567367
S_band3,3.6,22.5,0.08,7.5,0.63,0.2592592592592592,0.8544252441773101,13231.153889448362,500,1.5,3.0,20000.0,3.0,500000.0,0.075,PCB2,0.174,100.0,0.03,7.135739999999999,0.0713573999999999,LiSO2,3,0.021,0.07,144000,90.0,10.473944243362228,0.1163771582595803,Astroquartz,0.03,2000,0.8,0.0015,1.3607999999999999e-09,0.09,1.2071598024368904,7.494074136247271,6.7904246087679585,6.157443058953561,0.8473455851629619,0.6574136410206665,0.7210505019300799,0.9049233123622638,0.6502991452991453,0.8514388574971035,0.49862891879844423,0.6637143675152648,0.7877201652069603,0.6504299754299754,0.8490470072287922,0.42052331492206185,0.5839833147142026,0.7121339550702046,0.5960985626283368
S_band3,3.6,22.5,0.08,7.5,0.63,0.2592592592592592,0.8544252441773101,13231.153889448362,250,1.0,2.0,18000.0,2.0,500000.0,0.065,CFRP_substrate1,0.15,69.0,0.03,6.1515,0.0891521739130434,NiH2_single,3,0.018,0.065,85500,57.0,4.242634484875041,0.0744321839451761,Metallic_anodizedAl,0.03,2750,0.88,0.002,1.49688e-09,0.165,1.2480096020355298,4.9462310877816345,4.359919057748892,4.011799052422596,0.7831381461775031,0.5572127353521792,0.3253156959566081,0.5555601846367855,0.37538461538461537,0.7858138164749976,0.46351597609291995,0.3042549424171797,0.40137459998748404,0.3541769041769042,0.7864875622011285,0.4174268948464103,0.27790483890192685,0.34740430067830264,0.3278628968567367
S_band2,2.0,30.0,0.1,15.0,0.68,0.35,0.1465063861758076,12726.763832425344,250,1.0,2.0,18000.0,2.0,500000.0,0.065,PCB1,0.18,95.0,0.03,7.381799999999999,0.0777031578947368,LiFePO4,3,0.021,0.07,103000,89.0,7.491779562960483,0.0841772984602301,Quartzmirror,0.03,1333,0.8,0.008,1.3607999999999999e-09,0.31992,0.6933068425307747,5.282737292574264,4.564294816646697,4.117122974549684,0.8539508977776183,0.4728486624862219,0.3670580151634325,0.672982603640579,0.4124786324786325,0.8550388186455066,0.40627690322696264,0.3343168011204617,0.4478834199445569,0.3808353808353808,0.8562796583112622,0.37353050681496647,0.2933663840689645,0.3690909028233283,0.34157321118306744
S_band3,3.6,22.5,0.08,7.5,0.63,0.2592592592592592,0.8544252441773101,13231.153889448362,500,1.5,3.0,20000.0,3.0,500000.0,0.075,CFRP_substrate2,0.185,84.0,0.03,7.586849999999999,0.0903196428571428,LiCF,3,0.018,0.065,215600,98.0,10.698385905719988,0.1091672031195917,Aluminizedkapton_2mil,0.03,1420,0.75,0.002,1.2757499999999999e-09,0.0852,1.2141120901540448,7.908970874835203,7.014507700562742,6.1971669239617295,0.8610562058478227,0.8469889350157545,0.7210505019300799,0.9049233123622638,0.6502991452991453,0.8636813118947648,0.5373106942750137,0.6165113282084101,0.9125682730795868,0.6504299754299754,0.8652462520095157,0.29817511046751116,0.5871909271141964,0.927534031243942,0.6504975517295846
S_band3,3.6,22.5,0.08,7.5,0.63,0.2592592592592592,0.8544252441773101,13231.153889448362,1000,1.5,2.5,25000.0,4.0,600000.0,0.12,CFRP_substrate2,0.185,84.0,0.03,7.586849999999999,0.0903196428571428,LiFePO4,3,0.021,0.07,103000,89.0,7.491779562960483,0.0841772984602301,Aluminizedteflon_2mil,0.03,2200,0.78,0.002,1.3267799999999996e-09,0.132,1.280922185494683,7.711376657169582,6.965279883899454,6.591660870535816,0.8116115726375503,0.7918095194035857,0.7210504845269001,0.9049233123622638,0.6502991452991453,0.8146469355214846,0.5499414638480301,0.616511318541465,0.9125682730795868,0.6504299754299754,0.8151073865802098,0.43184424222478146,0.5895483251085585,0.9218648146233817,0.6504975517295846
X_band2,8.0,15.0,0.1,14.0,0.82,0.175,0.27,93.74590453415132,1000,1.5,2.5,25000.0,4.0,600000.0,0.12,PCB1,0.18,95.0,0.03,7.381799999999999,0.0777031578947368,LiIon_18650,3,0.018,0.065,184500,155.1,9.155158625256668,0.059027457287277,Astroquartz,0.03,2000,0.8,0.0015,1.3607999999999999e-09,0.09,0.6167306151820138,6.088741070286403,6.025302549313749,5.7891490635760166,0.8580060257555316,0.5021789085489681,0.5474684908098422,0.7473251182555463,0.47470085470085466,0.8553243199887252,0.4059404826230421,0.6317541852413051,0.6906043363952263,0.5242321867321866,0.8479851861160213,0.32883639839691153,0.6593178092236525,0.654377559451623,0.5404833359658822
S_band1,2.4,30.0,0.1,11.0,0.71,0.2916666666666667,0.2531630353117955,33378.25204760728,250,1.0,2.0,18000.0,2.0,500000.0,0.065,Carbon_fiber,0.21,84.5,0.03,8.6121,0.1019183431952662,LiFePO4,3,0.021,0.07,103000,89.0,7.491779562960483,0.0841772984602301,Whitepaints_chemglazeA276,0.03,1300,0.88,0.001,1.49688e-09,0.039,0.543258676967292,4.596301339755752,4.145315733621884,3.906297307460363,0.848823822784964,0.4329729113255319,0.24934024723366843,0.581061263800895,0.3852564102564102,0.8494641311281063,0.38627615206627264,0.24967013125303844,0.4135660135385968,0.3612714987714988,0.8503816200352762,0.36330619292933464,0.2498312181696289,0.35522601131975984,0.3317327436423946
L_band2,1.7,45.0,0.075,13.0,0.55,0.2745098039215686,0.16552587890625,14142.198843223963,250,1.0,2.0,18000.0,2.0,500000.0,0.065,CFRP_substrate2,0.185,84.0,0.03,7.586849999999999,0.0903196428571428,LiSO2,3,0.021,0.07,144000,90.0,10.473944243362228,0.1163771582595803,Metallic_anodizedAl,0.03,2750,0.88,0.002,1.49688e-09,0.165,0.6022226800229732,4.82849480171765,4.341347785642783,4.044940576848088,0.8810875176013296,0.45113812874968773,0.32479828208995243,0.5415518768077134,0.37538461538461537,0.8818990339197885,0.41038581393487295,0.3038830909503858,0.3958994638279345,0.3541769041769042,0.8833136301420359,0.3903399045210132,0.2777135976486759,0.3449160703965513,0.3278628968567367
S_band1,2.4,30.0,0.1,11.0,0.71,0.2916666666666667,0.2531630353117955,33378.25204760728,500,1.5,3.0,20000.0,3.0,500000.0,0.075,PCB1,0.18,95.0,0.03,7.381799999999999,0.0777031578947368,LiSO2,3,0.021,0.07,144000,90.0,10.473944243362228,0.1163771582595803,Blackpaints_chemglazeZ306,0.03,1200,0.89,0.0015,1.5138899999999996e-09,0.054,0.5762433514661127,4.542729847766473,4.126816553335987,3.906107596724786,0.8718200391476514,0.42693233967215316,0.24940506504930804,0.5529551374208062,0.37688034188034186,0.8752568449875703,0.38329113596844944,0.24970253941063472,0.4022094121847374,0.35525184275184274,0.876487060615223,0.3618241930443087,0.2498488608696677,0.3494431829093139,0.32841573211183067
C_band,4.0,22.5,0.075,8.0,0.5,0.2333333333333333,1.172051089406461,8225.61147464575,1000,1.5,2.5,25000.0,4.0,600000.0,0.12,Additive_manufacture_substrate,0.199,53.6,0.03,8.16099,0.1522572761194029,LiCF,3,0.018,0.065,215600,98.0,10.698385905719988,0.1091672031195917,Blackpaints_3Mblackvelvet,0.03,1200,0.84,0.002,1.4288399999999996e-09,0.072,1.6254755686454558,7.926867145096251,7.217309857609302,6.750413713787211,0.8561040991761539,0.8097165130706104,0.7688084967527122,0.9030607500297154,0.6502991452991453,0.8584184345445623,0.552110031589129,0.7060397161275296,0.8997511331370276,0.6504299754299754,0.8598538233944683,0.43295500537369197,0.7138495217333849,0.810834503198882,0.6504975517295846
S_band3,3.6,22.5,0.08,7.5,0.63,0.2592592592592592,0.8544252441773101,13231.153889448362,250,1.0,2.0,18000.0,2.0,500000.0,0.065,Triple_junction_GaAs,0.22,46.0,0.03,9.0222,0.1961347826086956,LiFePO4,3,0.021,0.07,103000,89.0,7.491779562960483,0.0841772984602301,Whitepaints_chemglazeA276,0.03,1300,0.88,0.001,1.49688e-09,0.039,1.238737325246236,6.660383170987869,5.5339946725343,4.615529973867838,0.8327630547671209,0.5952092423513001,0.5809275948781567,0.8168103224938554,0.5572649572649573,0.8329596921657335,0.4675078534624112,0.44637632783139347,0.6157960662459983,0.48488943488943487,0.8337230794854046,0.4046920236053024,0.35100148065776904,0.447671030802575,0.3950876638761649
S_band2,2.0,30.0,0.1,15.0,0.68,0.35,0.1465063861758076,12726.763832425344,225,0.2,1.0,15000.0,1.5,600000.0,0.04,Polyimide1,0.28,50.0,0.03,11.4828,0.229656,LiFePO4,3,0.021,0.07,103000,89.0,7.491779562960483,0.0841772984602301,Silveredteflon_2mil,0.03,2100,0.66,0.002,1.12266e-09,0.126,0.6263396846360378,7.718563699086537,7.161099570681681,6.886689073103367,0.8788279222099011,0.7299429799777908,0.7258632408178274,0.9047356288220454,0.6502991452991453,0.8768549296136237,0.5804661281259389,0.6272167045067254,0.9069341753628677,0.6504299754299754,0.8756973119963513,0.49268055160413243,0.5994303547707229,0.9207644515106879,0.6504975517295846
S_band2,2.0,30.0,0.1,15.0,0.68,0.35,0.1465063861758076,12726.763832425344,100,0.3,0.9,10000.0,2.0,300000.0,0.045,Polyimide1,0.28,50.0,0.03,11.4828,0.229656,LiFe_18650,3,0.018,0.065,69730,57.75,3.460104124331423,0.0599152229321458,Aluminizedkapton_1mil,0.03,1420,0.67,0.001,1.1396699999999996e-09,0.0426,0.5236776091079535,7.505377772849603,6.9656789876027725,6.688966315604679,0.805900459685913,0.6919766151752866,0.7258637125213627,0.9047356288220454,0.6502991452991453,0.8048618872680523,0.5578330966567682,0.6358943168828616,0.8830924039556842,0.6504299754299754,0.8019978463778421,0.4780574286815078,0.6231191712423791,0.8616382932775652,0.6504975517295846
C_band,4.0,22.5,0.075,8.0,0.5,0.2333333333333333,1.172051089406461,8225.61147464575,140,0.6,1.5,8000.0,2.0,400000.0,0.058,FlexiblePV,0.3,100.0,0.03,12.303,0.1230299999999999,NaS,3,0.046,0.08,399000,210.0,159.14378471660427,0.7578275462695442,Aluminizedkapton_2mil,0.03,1420,0.75,0.002,1.2757499999999999e-09,0.0852,2.1961086356760053,8.345991927941423,8.20273414633964,8.154070521890842,0.8969880638854981,0.9998954216420144,0.7688089099306157,0.9030607500297154,0.6502991452991453,0.8965196105849106,0.9962843105309034,0.7041300957163714,0.9078135083397658,0.6504299754299754,0.8965996826402577,0.9825069810031211,0.6859104897911865,0.9171174974787377,0.6504975517295846
S_band3,3.6,22.5,0.08,7.5,0.63,0.2592592592592592,0.8544252441773101,13231.153889448362,250,1.0,2.0,18000.0,2.0,500000.0,0.065,Polyimide1,0.28,50.0,0.03,11.4828,0.229656,LiFePO4,3,0.021,0.07,103000,89.0,7.491779562960483,0.0841772984602301,Aluminizedteflon_2mil,0.03,2200,0.78,0.002,1.3267799999999996e-09,0.132,1.3652585426375403,8.093454234926396,7.66013073039241,7.134078178940811,0.82418774525334,0.9930080262773386,0.7210505379944678,0.9049233123622638,0.6502991452991453,0.824417002731859,0.8742325633143756,0.6165113480286426,0.9125682730795868,0.6504299754299754,0.8237833380152997,0.6331716315359339,0.5871909451437352,0.927534031243942,0.6504975517295846
X_band1,8.0,10.0,0.05,12.0,0.7,0.2625,0.27,0.0009850618687046,1000,1.5,2.5,25000.0,4.0,600000.0,0.12,Polyimide1,0.28,50.0,0.03,11.4828,0.229656,LiSO2,3,0.021,0.07,144000,90.0,10.473944243362228,0.1163771582595803,Silveredteflon_5mil,0.03,2100,0.78,0.005,1.3267799999999996e-09,0.315,1.0510331582595802,8.385861103934554,8.3828902015005,8.380019342529527,0.8364416408703713,0.9998049507417726,0.8472892634253475,0.9000000003665414,0.6502991452991453,0.8375869406220889,0.9955017100010319,0.8481133976882098,0.9000000009357101,0.6504299754299754,0.8382000057960998,0.9929420211470794,0.8481357675608996,0.9000000020499137,0.6504975517295846
C_band,4.0,22.5,0.075,8.0,0.5,0.2333333333333333,1.172051089406461,8225.61147464575,160,0.4,1.2,12000.0,2.5,400000.0,0.05,FlexiblePV,0.3,100.0,0.03,12.303,0.1230299999999999,LiIon_18650,3,0.018,0.065,184500,155.1,9.155158625256668,0.059027457287277,Aluminizedkapton_5mil,0.03,1420,0.86,0.005,1.4628599999999996e-09,0.213,1.6171085466937385,7.990530223082439,7.134448191460433,6.149651536052774,0.8772324167403597,0.8224599688001748,0.768808898838123,0.9030607500297154,0.6502991452991453,0.8754939333479765,0.5149530243557303,0.7083894241114794,0.8898331318955639,0.6504299754299754,0.8746811285917707,0.2660849556227575,0.7127272159842777,0.8151048020761977,0.6504975517295846
L_band1,1.35,60.0,0.09,9.0,0.62,0.2592592592592592,0.0828934936523437,50122.333674452246,100,0.3,0.9,10000.0,2.0,300000.0,0.045,FlexiblePV,0.3,100.0,0.03,12.303,0.1230299999999999,LiFePO4,3,0.021,0.07,103000,89.0,7.491779562960483,0.0841772984602301,Aluminizedkapton_1mil,0.03,1420,0.67,0.001,1.1396699999999996e-09,0.0426,0.3777007921125739,6.761534730507501,5.947386771845721,5.659842518767595,0.8728604313955126,0.6723205343162548,0.4696320108638936,0.7885593010895606,0.6502991452991453,0.8709779879409392,0.5573622009829214,0.3548624414512986,0.6640880067061816,0.6504299754299754,0.8698664677577727,0.4864601833569824,0.3081417626853187,0.6847398751338056,0.6504975517295846
L_band2,1.7,45.0,0.075,13.0,0.55,0.2745098039215686,0.16552587890625,14142.198843223963,60,0.25,0.7,6000.0,1.2,300000.0,0.038,CFRP_substrate2,0.185,84.0,0.03,7.586849999999999,0.0903196428571428,Li-polymer,3,0.018,0.065,169500,119.0,8.410836785804907,0.0706793007210496,Aluminizedkapton_0.5mil,0.03,1420,0.55,0.0005,9.3555e-10,0.0213,0.3858248224844425,5.984398615388504,5.602978741787236,5.44005347853053,0.8998814854251713,0.5344314879080679,0.44754510405677905,0.7512221591007386,0.47470085470085466,0.889209613657617,0.35913056198214205,0.4716904155753014,0.6992904948472182,0.5242321867321866,0.883310837449389,0.2768343587990008,0.5218998397695005,0.6716388935773911,0.5558521560574948
UHF2,0.8,75.0,0.1,12.0,0.57,0.35,0.624,22319.847604127903,60,0.25,0.7,6000.0,1.2,300000.0,0.038,PCB1,0.18,95.0,0.03,7.381799999999999,0.0777031578947368,NiH2_common,3,0.046,0.08,84000,56.0,33.50395467717985,0.5982849049496402,Aluminizedmylar,0.03,1500,0.34,0.00025,5.7834e-10,0.01125,1.349238062844377,8.063903150220161,7.572860454698392,7.4429403479393095,0.9101209973346108,0.9999142447382758,0.6343364030095537,0.9083052152934956,0.6502991452991453,0.908795208672517,0.9999142447382758,0.4574206264532353,0.9212016232391609,0.6504299754299754,0.9095330715183053,0.9999109636969592,0.40794406980779946,0.9464476028641899,0.6504975517295846
S_band2,2.0,30.0,0.1,15.0,0.68,0.35,0.1465063861758076,12726.763832425344,160,0.4,1.2,12000.0,2.5,400000.0,0.05,PCB1,0.18,95.0,0.03,7.381799999999999,0.0777031578947368,LiFePO4,3,0.021,0.07,103000,89.0,7.491779562960483,0.0841772984602301,Aluminizedkapton_0.5mil,0.03,1420,0.55,0.0005,9.3555e-10,0.0213,0.3796868425307745,6.618888748196595,6.096292868271308,5.867960955736452,0.8800470346849698,0.5616416836676009,0.5948664544666081,0.7740698278080911,0.5581623931623931,0.8781030195727649,0.3940791836676009,0.5853512088070927,0.7115605242640022,0.5842137592137593,0.8691031874151389,0.3121375225441619,0.6243521506368848,0.6760411621639187,0.6075975359342916
