Communication_Communication band,Communication_Frequency [GHz],Communication_Beamwidth [deg],Communication_D_r [m],Communication_Required Eb/N0 [dB],Communication_Efficiency,Communication_D_antenna [m],Communication_Mass_communication [kg],Communication_Data Rate [bps],OBC_cpu_DMIPS,OBC_cpu_power_idle,OBC_power max,OBC_cpu efficiency,OBC_recovery rate,OBC_Throughtput per W,OBC_Mass_OBC,SolarArray_Solar Material,SolarArray_Efficiency,SolarArray_Specific Power [W/kg],SolarArray_A_solar [m^2],SolarArray_P_solar_max [W],SolarArray_Mass_solar_array [kg],Battery_Battery type,Battery_Number of cell,Battery_Diameter [m],Battery_Length [m],Battery_Volumetric Energy [Wh/m³],Battery_Specific Energy [Wh/kg],Battery_Capacity [Wh],Battery_Mass_battery [kg],Radiator_Radiator material,Radiator_A_radiator [m2],Radiator_rho [kg/m³],Radiator_emissivity,Radiator_thickness [m],Radiator_Q_rad [W/K⁴],Radiator_Mass_radiator [kg],CubeSat mass,score_4orbits,score_8orbits,score_15orbits,subscore_4_Power,subscore_4_Thermal,subscore_4_OBC,subscore_4_Comm,subscore_4_Payload,subscore_8_Power,subscore_8_Thermal,subscore_8_OBC,subscore_8_Comm,subscore_8_Payload,subscore_15_Power,subscore_15_Thermal,subscore_15_OBC,subscore_15_Comm,subscore_15_Payload
L_band1,1.35,60.0,0.09,9.0,0.62,0.2592592592592592,0.0828934936523437,50122.333674452246,1000,1.5,2.5,25000.0,4.0,600000.0,0.12,PCB2,0.174,100.0,0.03,7.135739999999999,0.0713573999999999,NaS,3,0.046,0.08,399000,210.0,159.14378471660427,0.7578275462695442,Silveredteflon_5mil,0.03,2100,0.78,0.005,1.3267799999999996e-09,0.315,1.347078439921888,7.0069328882912565,6.016734594827456,5.692649208144792,0.9341809016294315,0.7560632500315084,0.45652270659049926,0.8055177405081972,0.6502991452991453,0.9387855907973057,0.5479637129944714,0.3548623087220769,0.6640880067061814,0.6504299754299754,0.9479029253136043,0.44560033836245894,0.323155419345572,0.6736388707584329,0.6501658505765282
C_band,4.0,22.5,0.075,8.0,0.5,0.2333333333333333,1.172051089406461,8225.61147464575,250,1.0,2.0,18000.0,2.0,500000.0,0.065,CFRP_substrate2,0.185,84.0,0.03,7.586849999999999,0.0903196428571428,LiSO2,3,0.021,0.07,144000,90.0,10.473944243362228,0.1163771582595803,Astroquartz,0.03,2000,0.8,0.0015,1.3607999999999999e-09,0.09,1.5337478905231845,7.611347400539307,6.206750440099854,4.991570426922733,0.8693892326817054,0.6717687407421129,0.7731111839695413,0.8699985643253183,0.6502991452991453,0.8706169482204685,0.5058150370384091,0.6016497362622685,0.6301094735787822,0.5517506142506143,0.8715084624214352,0.4241830383051837,0.4308600085507437,0.45298938825049534,0.42947401674301056
L_band2,1.7,45.0,0.075,13.0,0.55,0.2745098039215686,0.16552587890625,14142.198843223963,250,1.0,2.0,18000.0,2.0,500000.0,0.065,Carbon_fiber,0.21,84.5,0.03,8.6121,0.1019183431952662,NiH2_common,3,0.046,0.08,84000,56.0,33.50395467717985,0.5982849049496402,Whitepaints_Z93,0.03,1300,0.92,0.001,1.5649199999999996e-09,0.039,0.9697291270511564,5.621324965347095,4.79795259591076,4.265489334925168,0.9213555829922144,0.5099832167213402,0.41096459210601893,0.6588305994867447,0.44119658119658123,0.9206832523353753,0.4248651611657846,0.3659198791623651,0.4424607523262111,0.4014742014742015,0.9219501011940534,0.3829959118015678,0.30962036941301224,0.36672380558571865,0.3521876480808719
S_band3,3.6,22.5,0.08,7.5,0.63,0.2592592592592592,0.8544252441773101,13231.153889448362,250,1.0,2.0,18000.0,2.0,500000.0,0.065,CFRP_substrate2,0.185,84.0,0.03,7.586849999999999,0.0903196428571428,LiIon_18650,3,0.018,0.065,184500,155.1,9.155158625256668,0.059027457287277,Betacloth,0.03,1600,0.86,0.003,1.4628599999999996e-09,0.144,1.21277234432173,6.022590785487848,5.055347815453452,4.41132414594167,0.871581761176737,0.5902387003052655,0.465186150270118,0.6974838749598857,0.47470085470085466,0.8721424250347051,0.4800257373423025,0.4049441573899558,0.45767232631641125,0.4255528255528256,0.8733312964161491,0.42581239800616555,0.32969115373919844,0.3737299714748409,0.36457115779497706
UHF2,0.8,75.0,0.1,12.0,0.57,0.35,0.624,22319.847604127903,160,0.4,1.2,12000.0,2.5,400000.0,0.05,FlexiblePV,0.3,100.0,0.03,12.303,0.1230299999999999,NiCd,3,0.018,0.065,54000,30.0,2.6795586220263417,0.0893186207342113,Aluminizedkapton_1mil,0.03,1420,0.67,0.001,1.1396699999999996e-09,0.0426,0.9289486207342114,7.734151248532614,7.161073884430296,6.876253450782683,0.7443322427128051,0.9922762345412768,0.6343353164433887,0.9083052152934956,0.6502991452991453,0.7441290210849123,0.9233618826894248,0.4574202066555421,0.9212016232391609,0.6504299754299754,0.7400819315075711,0.8270600612980987,0.4079437529182153,0.9464476028641899,0.6504975517295846
X_band2,8.0,15.0,0.1,14.0,0.82,0.175,0.27,93.74590453415132,60,0.25,0.7,6000.0,1.2,300000.0,0.038,Polyimide1,0.28,50.0,0.03,11.4828,0.229656,LiSOCl2,3,0.021,0.07,176000,110.0,12.801487408553836,0.1163771582595803,Whitepaints_chemglazeA276,0.03,1300,0.88,0.001,1.49688e-09,0.039,0.6930331582595803,5.985159282275942,5.504228143693711,5.064949553364382,0.9055848928636201,0.4421877533163891,0.5433855509261167,0.7473251182555463,0.4723076923076923,0.9039953874207793,0.360889142205278,0.5013332416856664,0.68997259721296,0.4476965601965602,0.9009756318684956,0.32089866310705767,0.4325744233516793,0.6540891427840462,0.4074711735902701
L_band2,1.7,45.0,0.075,13.0,0.55,0.2745098039215686,0.16552587890625,14142.198843223963,250,1.0,2.0,18000.0,2.0,500000.0,0.065,Polyimide1,0.28,50.0,0.03,11.4828,0.229656,LiFe_21700,3,0.021,0.07,69730,57.75,5.071862028400334,0.0878244507082308,Whitepaints_Z93,0.03,1300,0.92,0.001,1.5649199999999996e-09,0.039,0.587006329614481,5.825279802362302,5.465288428086547,5.319579124962823,0.7953232046585899,0.528464459088731,0.447544381871563,0.7512221591007386,0.47470085470085466,0.7842090059766247,0.3595801998294717,0.47168984963844873,0.6992904948472182,0.5242321867321866,0.7668067120595778,0.2771335937440751,0.5315358860216887,0.6716388935773911,0.5614910756594536
S_band2,2.0,30.0,0.1,15.0,0.68,0.35,0.1465063861758076,12726.763832425344,250,1.0,2.0,18000.0,2.0,500000.0,0.065,FlexiblePV,0.3,100.0,0.03,12.303,0.1230299999999999,LiCF,3,0.018,0.065,215600,98.0,10.698385905719988,0.1091672031195917,Betacloth,0.03,1600,0.86,0.003,1.4628599999999996e-09,0.144,0.5877035892953993,7.493581246106851,6.91021762959182,6.58862948292949,0.8583659204026568,0.6493298461095516,0.7276251050126874,0.8959595675599141,0.6502991452991453,0.8580181334748852,0.5102395683317738,0.6451340604035175,0.8577041392680347,0.6504299754299754,0.8578457847680913,0.42960186274228374,0.6482305318533818,0.7989597487554871,0.6504975517295846
L_band1,1.35,60.0,0.09,9.0,0.62,0.2592592592592592,0.0828934936523437,50122.333674452246,16,0.1,0.3,5000.0,1.0,200000.0,0.035,Polyimide1,0.28,50.0,0.03,11.4828,0.229656,LiCF,3,0.018,0.065,215600,98.0,10.698385905719988,0.1091672031195917,Silveredteflon_5mil,0.03,2100,0.78,0.005,1.3267799999999996e-09,0.315,0.7717166967719356,5.222862005935548,4.641075110599947,4.171217168831528,0.9030979893840482,0.559985389728413,0.34286047696209404,0.6670238185893315,0.33602564102564103,0.896709037013968,0.3390455749135983,0.38754057388053026,0.532555936011506,0.34316339066339063,0.8934810396702216,0.23081215166889563,0.3033603876647115,0.5870632062155929,0.3438161427894487
VHF,0.3,60.0,0.1,8.0,0.59,1.1666666666666667,0.0329062499999999,74132.66352746598,500,1.5,3.0,20000.0,3.0,500000.0,0.075,Polyimide1,0.28,50.0,0.03,11.4828,0.229656,LiFePO4,3,0.021,0.07,103000,89.0,7.491779562960483,0.0841772984602301,Aluminizedteflon_2mil,0.03,2200,0.78,0.002,1.3267799999999996e-09,0.132,0.5537395484602301,6.502645876548117,5.953337247526632,5.446376833397741,0.7882323719877494,0.8563158680022307,0.3629908294419584,0.7297152512515772,0.6502991452991453,0.7898358214040375,0.7501561457800084,0.34729640230416575,0.5587442883248481,0.6504299754299754,0.7895984250297903,0.6168713016939027,0.24813575469589869,0.6095405184044623,0.6504975517295846
S_band2,2.0,30.0,0.1,15.0,0.68,0.35,0.1465063861758076,12726.763832425344,100,0.3,0.9,10000.0,2.0,300000.0,0.045,FlexiblePV,0.3,100.0,0.03,12.303,0.1230299999999999,LiCF,3,0.018,0.065,215600,98.0,10.698385905719988,0.1091672031195917,Aluminizedmylar,0.03,1500,0.34,0.00025,5.7834e-10,0.01125,0.4349535892953993,7.282548423090366,6.64411389557632,6.260243760541728,0.8893068155319702,0.6624097067258453,0.7584843713492349,0.7092244862601211,0.6464102564102564,0.8872131186751611,0.4846759104295491,0.7162969489827287,0.6490564208451699,0.647635135135135,0.8865695052090775,0.40864398802732993,0.6776764749813559,0.6247724007224686,0.6268362028115622
L_band2,1.7,45.0,0.075,13.0,0.55,0.2745098039215686,0.16552587890625,14142.198843223963,500,1.5,3.0,20000.0,3.0,500000.0,0.075,CFRP_substrate2,0.185,84.0,0.03,7.586849999999999,0.0903196428571428,LiFe_21700,3,0.021,0.07,69730,57.75,5.071862028400334,0.0878244507082308,Aluminizedmylar,0.03,1500,0.34,0.00025,5.7834e-10,0.01125,0.4299199724716237,7.553760535449738,6.99889985285512,6.684771553890626,0.7282682338254823,0.8052646749678197,0.7123581976734452,0.9052623121895633,0.6502991452991453,0.7315975384610637,0.6433387490418938,0.6005641229610104,0.9134336746811784,0.6504299754299754,0.7298951911574965,0.5314071221949863,0.5692232945126083,0.929429915792749,0.6504975517295846
L_band2,1.7,45.0,0.075,13.0,0.55,0.2745098039215686,0.16552587890625,14142.198843223963,225,0.2,1.0,15000.0,1.5,600000.0,0.04,Additive_manufacture_substrate,0.199,53.6,0.03,8.16099,0.1522572761194029,LiFe_18650,3,0.018,0.065,69730,57.75,3.460104124331423,0.0599152229321458,Aluminizedkapton_0.5mil,0.03,1420,0.55,0.0005,9.3555e-10,0.0213,0.4389983779577988,7.180176331434117,6.493986392048771,6.1061657143345585,0.822707500397472,0.5996156859229966,0.7333180091586118,0.8112441406105342,0.6502991452991453,0.8216682672662462,0.4323471674044781,0.6665757542863953,0.7498556666837655,0.6504299754299754,0.8189202775184278,0.34282385154374667,0.6669144577436472,0.6995866707130229,0.6480650766071709
L_band2,1.7,45.0,0.075,13.0,0.55,0.2745098039215686,0.16552587890625,14142.198843223963,60,0.25,0.7,6000.0,1.2,300000.0,0.038,CFRP_substrate2,0.185,84.0,0.03,7.586849999999999,0.0903196428571428,NaS,3,0.046,0.08,399000,210.0,159.14378471660427,0.7578275462695442,Aluminizedkapton_0.5mil,0.03,1420,0.55,0.0005,9.3555e-10,0.0213,1.0729730680329372,7.930812098518465,6.9619347707638575,5.98443947921246,0.8974152994064817,0.8336961173291517,0.7123598447555421,0.9052623121895633,0.6502991452991453,0.8974465650240324,0.5130988951069295,0.6048650199626914,0.9027781787002966,0.6504299754299754,0.8973778199437976,0.25590865327845286,0.604299344383427,0.8502747937538435,0.6504975517295846
X_band2,8.0,15.0,0.1,14.0,0.82,0.175,0.27,93.74590453415132,1000,1.5,2.5,25000.0,4.0,600000.0,0.12,CFRP_substrate2,0.185,84.0,0.03,7.586849999999999,0.0903196428571428,LiSO2,3,0.021,0.07,144000,90.0,10.473944243362228,0.1163771582595803,Aluminizedmylar,0.03,1500,0.34,0.00025,5.7834e-10,0.01125,0.6079468011167232,8.25488815342889,7.930383501043775,7.5753170044064735,0.8594139482733131,0.9003430909203698,0.8463948406756414,0.9000348828510771,0.6502991452991453,0.8621794624394417,0.7341324427722216,0.8464724584278722,0.9000890492347169,0.6504299754299754,0.8637329959315271,0.5828067985707643,0.8462869298931466,0.9001950852273355,0.6504975517295846
C_band,4.0,22.5,0.075,8.0,0.5,0.2333333333333333,1.172051089406461,8225.61147464575,500,1.5,3.0,20000.0,3.0,500000.0,0.075,Carbon_fiber,0.21,84.5,0.03,8.6121,0.1019183431952662,Li-polymer,3,0.018,0.065,169500,119.0,8.410836785804907,0.0706793007210496,Aluminizedmylar,0.03,1500,0.34,0.00025,5.7834e-10,0.01125,1.4308987333227767,8.187200623036091,7.675192479031371,6.8669071240181045,0.8195738616652875,0.9941243898531407,0.768808515910238,0.9030607500297154,0.6502991452991453,0.8217615818625085,0.7795618898531405,0.7041298501410811,0.9078135083397658,0.6504299754299754,0.8223738495318215,0.45373118879058333,0.6859102567250104,0.9171174974787377,0.6504975517295846
X_band1,8.0,10.0,0.05,12.0,0.7,0.2625,0.27,0.0009850618687046,250,1.0,2.0,18000.0,2.0,500000.0,0.065,Polyimide1,0.28,50.0,0.03,11.4828,0.229656,Li-polymer,3,0.018,0.065,169500,119.0,8.410836785804907,0.0706793007210496,Aluminizedkapton_0.5mil,0.03,1420,0.55,0.0005,9.3555e-10,0.0213,0.6566353007210497,8.38717265476812,8.389292229661216,8.388657657679133,0.8371538111614414,0.9997357605678383,0.8472893311399232,0.9000000003665414,0.6502991452991453,0.8372292262824035,0.9997357605678383,0.8481134457131989,0.9000000009357101,0.6504299754299754,0.8368203075796343,0.9997158208799146,0.8481358150322313,0.9000000020499137,0.6504975517295846
VHF,0.3,60.0,0.1,8.0,0.59,1.1666666666666667,0.0329062499999999,74132.66352746598,100,0.3,0.9,10000.0,2.0,300000.0,0.045,FlexiblePV,0.3,100.0,0.03,12.303,0.1230299999999999,Li-polymer,3,0.018,0.065,169500,119.0,8.410836785804907,0.0706793007210496,Aluminizedmylar,0.03,1500,0.34,0.00025,5.7834e-10,0.01125,0.2828655507210496,6.065461655622991,5.379807998250067,4.9534133842252395,0.8789279863586582,0.6256960542371011,0.4366706556330655,0.5769168873212851,0.5925641025641026,0.8770341390042069,0.4731519593203572,0.3457305487727975,0.5193133016852705,0.6048525798525799,0.8769359212559353,0.4103039098221349,0.24843038778654689,0.5605987937286048,0.5951034591691675
UHF1,0.5,60.0,0.08,10.0,0.51,0.7,0.15234375,25876.622507867574,250,1.0,2.0,18000.0,2.0,500000.0,0.065,Triple_junction_GaAs,0.22,46.0,0.03,9.0222,0.1961347826086956,LiSOCl2,3,0.021,0.07,176000,110.0,12.801487408553836,0.1163771582595803,Aluminizedmylar,0.03,1500,0.34,0.00025,5.7834e-10,0.01125,0.541105690868276,7.68490995750943,6.789705207825174,6.326715572173058,0.87870245466826,0.8588834274962186,0.6003997747024117,0.9096286912351774,0.6502991452991453,0.8789639839253598,0.6908186126814038,0.39516124502596883,0.9245802037202233,0.6504299754299754,0.8799383524598803,0.5465465671890388,0.34129816494846993,0.9493634660609123,0.6504975517295846
UHF1,0.5,60.0,0.08,10.0,0.51,0.7,0.15234375,25876.622507867574,100,0.3,0.9,10000.0,2.0,300000.0,0.045,FlexiblePV,0.3,100.0,0.03,12.303,0.1230299999999999,LiSO2,3,0.021,0.07,144000,90.0,10.473944243362228,0.1163771582595803,Aluminizedmylar,0.03,1500,0.34,0.00025,5.7834e-10,0.01125,0.4480009082595803,7.227280490124995,6.49156939873185,6.02954365871796,0.88851745383581,0.6947117229798981,0.6733194738387913,0.7295744231170747,0.6502991452991453,0.886430471037676,0.5153737600169351,0.5835142260950513,0.6648589904667355,0.6504299754299754,0.8857642864104155,0.40840609151806295,0.5439277085426777,0.6435143616521477,0.6293792449849944
UHF1,0.5,60.0,0.08,10.0,0.51,0.7,0.15234375,25876.622507867574,225,0.2,1.0,15000.0,1.5,600000.0,0.04,FlexiblePV,0.3,100.0,0.03,12.303,0.1230299999999999,LiSOCl2,3,0.021,0.07,176000,110.0,12.801487408553836,0.1163771582595803,Aluminizedkapton_0.5mil,0.03,1420,0.55,0.0005,9.3555e-10,0.0213,0.4530509082595803,7.87784165948,7.114292469382118,6.6790542702222435,0.8970484433793646,0.9523625832998249,0.6003999985926773,0.9096286912351774,0.6502991452991453,0.8950582556975426,0.8568162870035285,0.39516131441312363,0.9245802037202233,0.6504299754299754,0.8945644407993051,0.7049381928152706,0.3412982084607201,0.9493634660609123,0.6504975517295846
UHF1,0.5,60.0,0.08,10.0,0.51,0.7,0.15234375,25876.622507867574,1000,1.5,2.5,25000.0,4.0,600000.0,0.12,FlexiblePV,0.3,100.0,0.03,12.303,0.1230299999999999,Li-polymer,3,0.018,0.065,169500,119.0,8.410836785804907,0.0706793007210496,Aluminizedmylar,0.03,1500,0.34,0.00025,5.7834e-10,0.01125,0.4773030507210496,5.408833701107491,4.541047076543624,3.4295232723339653,0.8098984901855758,0.45744794070344436,0.47644957786905195,0.5362495492505042,0.48905982905982903,0.811301469723933,0.32427432959233315,0.33686383980014534,0.49988670589635537,0.4358722358722359,0.8121567644681852,0.13958954098206505,0.24962832711918242,0.4532347680361893,0.3698783762438793
C_band,4.0,22.5,0.075,8.0,0.5,0.2333333333333333,1.172051089406461,8225.61147464575,140,0.6,1.5,8000.0,2.0,400000.0,0.058,Additive_manufacture_substrate,0.199,53.6,0.03,8.16099,0.1522572761194029,LiIon_18650,3,0.018,0.065,184500,155.1,9.155158625256668,0.059027457287277,Metallic_VDG,0.03,8400,0.03,0.001,5.102999999999999e-11,0.252,1.6933358228131412,5.430001775441038,4.692815222988516,4.225931032427971,0.8861181007402343,0.592113519103143,0.3895435954195168,0.5732492406745768,0.4029059829059829,0.8852083339485841,0.48098157465869856,0.3504598571486174,0.40788225866521166,0.37395577395577395,0.8857739563893621,0.4263161918100764,0.3016684360240435,0.34999808268857047,0.338035065550466
X_band2,8.0,15.0,0.1,14.0,0.82,0.175,0.27,93.74590453415132,250,1.0,2.0,18000.0,2.0,500000.0,0.065,PCB2,0.174,100.0,0.03,7.135739999999999,0.0713573999999999,NiH2_individual,3,0.021,0.07,64500,43.0,4.691454192339331,0.1091035858683565,Silveredteflon_2mil,0.03,2100,0.66,0.002,1.12266e-09,0.126,0.6414609858683565,7.463992403224476,6.584661945725423,5.8591469631246165,0.7654514185916315,0.6210416017280064,0.8464167823378292,0.8853605548909995,0.6502991452991453,0.7673957243891636,0.3778193795057842,0.8468142067344993,0.7751310389824515,0.6504299754299754,0.7667270531425829,0.23088680715196205,0.8468788603004911,0.7080519012876667,0.6504975517295846
UHF2,0.8,75.0,0.1,12.0,0.57,0.35,0.624,22319.847604127903,250,1.0,2.0,18000.0,2.0,500000.0,0.065,PCB1,0.18,95.0,0.03,7.381799999999999,0.0777031578947368,LiSO2,3,0.021,0.07,144000,90.0,10.473944243362228,0.1163771582595803,Silveredteflon_2mil,0.03,2100,0.66,0.002,1.12266e-09,0.126,1.0090803161543171,7.585629548011751,6.446352358984129,5.676297616878536,0.8706413820005733,0.7699369013376728,0.6343350617165633,0.9083052152934956,0.6502991452991453,0.8716894972148221,0.465948475411747,0.4574201074736607,0.9212016232391609,0.6504299754299754,0.8731158100703114,0.2684020836608537,0.409297464578859,0.9444594891408209,0.6504975517295846
S_band3,3.6,22.5,0.08,7.5,0.63,0.2592592592592592,0.8544252441773101,13231.153889448362,100,0.3,0.9,10000.0,2.0,300000.0,0.045,Carbon_fiber,0.21,84.5,0.03,8.6121,0.1019183431952662,NiH2_common,3,0.046,0.08,84000,56.0,33.50395467717985,0.5982849049496402,Aluminizedkapton_1mil,0.03,1420,0.67,0.001,1.1396699999999996e-09,0.0426,1.6422284923222166,7.985085432417525,7.136579641009168,6.206016068921016,0.9102596055741788,0.8405071986950908,0.7210513053437491,0.9049233123622638,0.6502991452991453,0.9087021965112422,0.5753058098062018,0.6398451255655043,0.8508535833925499,0.6504299754299754,0.9092212526518451,0.4447403855086127,0.5344833716237382,0.7416560990676972,0.5743168535776338
UHF1,0.5,60.0,0.08,10.0,0.51,0.7,0.15234375,25876.622507867574,250,1.0,2.0,18000.0,2.0,500000.0,0.065,Additive_manufacture_substrate,0.199,53.6,0.03,8.16099,0.1522572761194029,LiFe_21700,3,0.021,0.07,69730,57.75,5.071862028400334,0.0878244507082308,Metallic_anodizedAl,0.03,2750,0.88,0.002,1.49688e-09,0.165,0.6224254768276339,4.565042903581154,4.109319423513674,3.864829163652109,0.8021808291599892,0.4269649832944331,0.25941589639443113,0.5944108460493454,0.37538461538461537,0.8035183717941408,0.3833006314425812,0.2568945241759538,0.4181567139788653,0.3541769041769042,0.8042508606709422,0.36182230203197985,0.25354762493950683,0.3564616580891713,0.3278628968567367
S_band3,3.6,22.5,0.08,7.5,0.63,0.2592592592592592,0.8544252441773101,13231.153889448362,140,0.6,1.5,8000.0,2.0,400000.0,0.058,Triple_junction_GaAs,0.22,46.0,0.03,9.0222,0.1961347826086956,NiH2_single,3,0.018,0.065,85500,57.0,4.242634484875041,0.0744321839451761,Astroquartz,0.03,2000,0.8,0.0015,1.3607999999999999e-09,0.09,1.2729922107311822,6.917622348495246,5.70148961284612,4.689020711792106,0.7948300513842734,0.622898804292592,0.6254436181209098,0.8676947612924013,0.5895726495726495,0.7953777975595386,0.48135713762592525,0.46945091703378894,0.6597121620421029,0.5081081081081081,0.795840373681449,0.4117333275140327,0.3627189225875905,0.46856872823900225,0.4070289053861949
S_band1,2.4,30.0,0.1,11.0,0.71,0.2916666666666667,0.2531630353117955,33378.25204760728,500,1.5,3.0,20000.0,3.0,500000.0,0.075,PCB1,0.18,95.0,0.03,7.381799999999999,0.0777031578947368,Li-polymer,3,0.018,0.065,169500,119.0,8.410836785804907,0.0706793007210496,Aluminizedkapton_1mil,0.03,1420,0.67,0.001,1.1396699999999996e-09,0.0426,0.519145493927582,7.2672439534611835,6.30534795119909,5.83541196532106,0.82906127951805,0.7824473550694223,0.5438924835108434,0.8834473997041075,0.6502991452991453,0.8321523701024522,0.6178061513657186,0.3601385489727158,0.8275991701217731,0.6504299754299754,0.8333300634509749,0.49517139261700266,0.2908283394128862,0.866767505708328,0.6504975517295846
C_band,4.0,22.5,0.075,8.0,0.5,0.2333333333333333,1.172051089406461,8225.61147464575,1000,1.5,2.5,25000.0,4.0,600000.0,0.12,Polyimide2,0.148,75.0,0.03,6.06948,0.0809264,LiSOCl2,3,0.021,0.07,176000,110.0,12.801487408553836,0.1163771582595803,Whitepaints_Z93,0.03,1300,0.92,0.001,1.5649199999999996e-09,0.039,1.5283546476660417,6.026378300179566,4.9755595981037475,4.1354955063485725,0.82965564657661,0.5950007833711242,0.4986550680379363,0.6802151356005677,0.47470085470085466,0.7692116304127415,0.48242902411186483,0.42899737699400836,0.4501137478224119,0.4255528255528256,0.6145679005671851,0.42705540180539425,0.34206159808722636,0.3695702858762671,0.36457115779497706
UHF1,0.5,60.0,0.08,10.0,0.51,0.7,0.15234375,25876.622507867574,1000,1.5,2.5,25000.0,4.0,600000.0,0.12,Carbon_fiber,0.21,84.5,0.03,8.6121,0.1019183431952662,NiH2_single,3,0.018,0.065,85500,57.0,4.242634484875041,0.0744321839451761,Astroquartz,0.03,2000,0.8,0.0015,1.3607999999999999e-09,0.09,0.5386942771404424,6.7481006821304526,5.880320257921552,5.556996212130002,0.6745248767128615,0.5879270807364118,0.6064376139040113,0.8947197390980097,0.6502991452991453,0.6777132036587983,0.41564930295863395,0.4578182673354813,0.8381818051847592,0.6504299754299754,0.6757038624162659,0.32624727476898024,0.47471292917696084,0.7784316459231,0.6504975517295846
C_band,4.0,22.5,0.075,8.0,0.5,0.2333333333333333,1.172051089406461,8225.61147464575,500,1.5,3.0,20000.0,3.0,500000.0,0.075,CFRP_substrate2,0.185,84.0,0.03,7.586849999999999,0.0903196428571428,LiIon_18650,3,0.018,0.065,184500,155.1,9.155158625256668,0.059027457287277,Whitepaints_chemglazeA276,0.03,1300,0.88,0.001,1.49688e-09,0.039,1.435398189550881,7.468166904150236,6.159646050809073,4.956471610712545,0.8410887655715915,0.6339949571708234,0.7736384267891558,0.8659468258811518,0.6502991452991453,0.8440935647368956,0.48692319791156424,0.595328930345344,0.6567920962735587,0.5517506142506143,0.844280676245345,0.4145791561842379,0.4276092513044699,0.4653554620827219,0.42947401674301056
C_band,4.0,22.5,0.075,8.0,0.5,0.2333333333333333,1.172051089406461,8225.61147464575,500,1.5,3.0,20000.0,3.0,500000.0,0.075,CFRP_substrate2,0.185,84.0,0.03,7.586849999999999,0.0903196428571428,NiH2_single,3,0.018,0.065,85500,57.0,4.242634484875041,0.0744321839451761,Whitepaints_S13G-LO,0.03,1300,0.85,0.003,1.4458499999999995e-09,0.117,1.5288029162087802,7.416307123876776,6.760451604073232,5.496854243319702,0.6785622552353547,0.7323193315600127,0.768808515910238,0.9030607500297154,0.6502991452991453,0.6821248605515075,0.5510924797081609,0.7323687606090301,0.7886055321278505,0.6504299754299754,0.6799190010119717,0.4619476772082414,0.4856217686786429,0.665525721956892,0.49437687569104405
X_band1,8.0,10.0,0.05,12.0,0.7,0.2625,0.27,0.0009850618687046,500,1.5,3.0,20000.0,3.0,500000.0,0.075,Additive_manufacture_substrate,0.199,53.6,0.03,8.16099,0.1522572761194029,LiIon_18650,3,0.018,0.065,184500,155.1,9.155158625256668,0.059027457287277,Blackpaints_chemglazeZ306,0.03,1200,0.89,0.0015,1.5138899999999996e-09,0.054,0.6102847334066801,5.9212071457939235,5.638297271976953,5.216886216969837,0.851278793214842,0.4397210046211726,0.5481352931420926,0.7472991134148848,0.47470085470085466,0.8527443607860438,0.37468859721376524,0.5464861112957715,0.688904095774415,0.4737100737100737,0.842975356344208,0.34269940215139794,0.47438369319640084,0.6535127354701582,0.4314642236613489
L_band2,1.7,45.0,0.075,13.0,0.55,0.2745098039215686,0.16552587890625,14142.198843223963,1000,1.5,2.5,25000.0,4.0,600000.0,0.12,Triple_junction_GaAs,0.22,46.0,0.03,9.0222,0.1961347826086956,LiCF,3,0.018,0.065,215600,98.0,10.698385905719988,0.1091672031195917,Whitepaints_Z93,0.03,1300,0.92,0.001,1.5649199999999996e-09,0.039,0.6298278646345374,5.781725616499659,5.65478084796435,5.093217331037501,0.862108296560199,0.4695707884506317,0.4475443586971454,0.7512221591007386,0.47470085470085466,0.8582491846487326,0.3896078254876687,0.47168983150785204,0.6992904948472182,0.5242321867321866,0.8518401330409882,0.2908271447575396,0.4167457299229388,0.6716388935773911,0.4942663086400253
S_band3,3.6,22.5,0.08,7.5,0.63,0.2592592592592592,0.8544252441773101,13231.153889448362,1000,1.5,2.5,25000.0,4.0,600000.0,0.12,Triple_junction_GaAs,0.22,46.0,0.03,9.0222,0.1961347826086956,LiSO2,3,0.021,0.07,144000,90.0,10.473944243362228,0.1163771582595803,Metallic_anodizedAl,0.03,2750,0.88,0.002,1.49688e-09,0.165,1.4519371850455862,7.735954382731358,6.962596600664329,6.555069866319261,0.8473004422047684,0.7706220561436953,0.7210504845269001,0.9049233123622638,0.6502991452991453,0.849123219130596,0.5341822413288804,0.6272149000042493,0.8842581907675606,0.6504299754299754,0.850207681229179,0.42383352374205974,0.6345146056972971,0.8137275231269485,0.6504975517295846
X_band2,8.0,15.0,0.1,14.0,0.82,0.175,0.27,93.74590453415132,1000,1.5,2.5,25000.0,4.0,600000.0,0.12,Additive_manufacture_substrate,0.199,53.6,0.03,8.16099,0.1522572761194029,NaS,3,0.046,0.08,399000,210.0,159.14378471660427,0.7578275462695442,Whitepaints_ZOT,0.03,1300,0.91,0.002,1.5479099999999999e-09,0.078,1.3780848223889473,7.709973761784001,6.444846099240456,5.143693898340077,0.9261424665824933,0.6191666258977209,0.8464498863520549,0.8631071784240691,0.6502991452991453,0.9248928160798501,0.4795022740458691,0.6788385275348578,0.6693778998710801,0.5517506142506143,0.9254574905670963,0.41080190798592986,0.470557797838188,0.46863722553215914,0.42947401674301056
