Communication_Communication band,Communication_Frequency [GHz],Communication_Beamwidth [deg],Communication_D_r [m],Communication_Required Eb/N0 [dB],Communication_Efficiency,Communication_D_antenna [m],Communication_Mass_communication [kg],Communication_Data Rate [bps],OBC_cpu_DMIPS,OBC_cpu_power_idle,OBC_power max,OBC_cpu efficiency,OBC_recovery rate,OBC_Throughtput per W,OBC_Mass_OBC,SolarArray_Solar Material,SolarArray_Efficiency,SolarArray_Specific Power [W/kg],SolarArray_A_solar [m^2],SolarArray_P_solar_max [W],SolarArray_Mass_solar_array [kg],Battery_Battery type,Battery_Number of cell,Battery_Diameter [m],Battery_Length [m],Battery_Volumetric Energy [Wh/m³],Battery_Specific Energy [Wh/kg],Battery_Capacity [Wh],Battery_Mass_battery [kg],Radiator_Radiator material,Radiator_A_radiator [m2],Radiator_rho [kg/m³],Radiator_emissivity,Radiator_thickness [m],Radiator_Q_rad [W/K⁴],Radiator_Mass_radiator [kg],CubeSat mass,score_4orbits,score_8orbits,score_15orbits,subscore_4_Power,subscore_4_Thermal,subscore_4_OBC,subscore_4_Comm,subscore_4_Payload,subscore_8_Power,subscore_8_Thermal,subscore_8_OBC,subscore_8_Comm,subscore_8_Payload,subscore_15_Power,subscore_15_Thermal,subscore_15_OBC,subscore_15_Comm,subscore_15_Payload,al_order
UHF1,0.5,60.0,0.08,10.0,0.51,0.7,0.15234375,25876.622507867574,250,1.0,2.0,18000.0,2.0,500000.0,0.065,Polyimide2,0.148,75.0,0.03,6.06948,0.0809264,NiH2_common,3,0.046,0.08,84000,56.0,33.50395467717985,0.5982849049496402,Astroquartz,0.03,2000,0.8,0.0015,1.3607999999999999e-09,0.09,0.98655505494964,4.955153904660517,4.404228703293383,4.101924962135387,0.9346357641370949,0.556657372821778,0.27434472003262356,0.5575480523036009,0.37538461538461537,0.9356549125383483,0.4632268172662224,0.2676234692721707,0.4033624676542995,0.3541769041769042,0.9377947733527169,0.4172686806140095,0.2590654649629746,0.3493921683451181,0.3278628968567367,333
L_band2,1.7,45.0,0.075,13.0,0.55,0.2745098039215686,0.16552587890625,14142.198843223963,500,1.5,3.0,20000.0,3.0,500000.0,0.075,Additive_manufacture_substrate,0.199,53.6,0.03,8.16099,0.1522572761194029,NaS,3,0.046,0.08,399000,210.0,159.14378471660427,0.7578275462695442,Whitepaints_S13G-LO,0.03,1300,0.85,0.003,1.4458499999999995e-09,0.117,1.2676107012951972,7.6085196904024315,6.849383987128275,6.366658831517196,0.926370990461661,0.6563414738958104,0.7123581976734452,0.9052623121895633,0.6502991452991453,0.9263406160622069,0.4830891590809956,0.6452840526417918,0.8026165164800094,0.6504299754299754,0.9290662744021706,0.3978670011667478,0.6249354839358159,0.7201240523960253,0.6288264097299006,334
UHF2,0.8,75.0,0.1,12.0,0.57,0.35,0.624,22319.847604127903,250,1.0,2.0,18000.0,2.0,500000.0,0.065,Triple_junction_GaAs,0.22,46.0,0.03,9.0222,0.1961347826086956,LiFePO4,3,0.021,0.07,103000,89.0,7.491779562960483,0.0841772984602301,Whitepaints_ZOT,0.03,1300,0.91,0.002,1.5479099999999999e-09,0.078,1.0473120810689258,5.8377903567028735,4.920328186203486,4.330774287282513,0.8479987077838096,0.5753528987820864,0.39115236473513315,0.7484227910642458,0.47470085470085466,0.8482955604158233,0.47255891730060484,0.34556856962015003,0.48919215665132043,0.4255528255528256,0.8490315931785062,0.42199494687508543,0.29915460127806826,0.38986895315166276,0.36457115779497706,335
UHF2,0.8,75.0,0.1,12.0,0.57,0.35,0.624,22319.847604127903,90,0.4,1.1,7000.0,1.5,300000.0,0.042,Carbon_fiber,0.21,84.5,0.03,8.6121,0.1019183431952662,Li-polymer,3,0.018,0.065,169500,119.0,8.410836785804907,0.0706793007210496,Whitepaints_Z93,0.03,1300,0.92,0.001,1.5649199999999996e-09,0.039,0.877597643916316,4.776054415833873,4.298049336055271,4.026026905632501,0.8911639992646794,0.4620053010721763,0.2886813366450834,0.556988927288733,0.37538461538461537,0.8895622309500915,0.41585020847958365,0.27792679507448215,0.4028033426394316,0.3541769041769042,0.8898480623858643,0.3931466931258234,0.26436441108830033,0.3488330433302502,0.3278628968567367,336
UHF1,0.5,60.0,0.08,10.0,0.51,0.7,0.15234375,25876.622507867574,1000,1.5,2.5,25000.0,4.0,600000.0,0.12,CFRP_substrate2,0.185,84.0,0.03,7.586849999999999,0.0903196428571428,NiH2_common,3,0.046,0.08,84000,56.0,33.50395467717985,0.5982849049496402,Aluminizedkapton_1mil,0.03,1420,0.67,0.001,1.1396699999999996e-09,0.0426,1.003548297806783,8.007240713568581,7.184588183477649,6.57301908317221,0.9366886286317635,0.9894670787887108,0.6003997348512002,0.9096286912351774,0.6502991452991453,0.9385909791554179,0.8582494861961181,0.39516123325601665,0.9245802037202233,0.6504299754299754,0.9421247693658706,0.6178796881177123,0.34129815757756454,0.9493634660609123,0.6504975517295846,337
S_band1,2.4,30.0,0.1,11.0,0.71,0.2916666666666667,0.2531630353117955,33378.25204760728,1000,1.5,2.5,25000.0,4.0,600000.0,0.12,Carbon_fiber,0.21,84.5,0.03,8.6121,0.1019183431952662,NaS,3,0.046,0.08,399000,210.0,159.14378471660427,0.7578275462695442,Whitepaints_S13G-LO,0.03,1300,0.85,0.003,1.4458499999999995e-09,0.117,1.349908924776606,7.398940061988979,6.2531162204475,5.900166761487369,0.9242967946567886,0.7677665211451271,0.5438924726153986,0.8834473997041075,0.6502991452991453,0.924046253017263,0.5337017063303123,0.3601385460331198,0.8275991701217731,0.6504299754299754,0.926657462732416,0.42358755036457973,0.34501593789606466,0.8116600946501125,0.6504975517295846,338
C_band,4.0,22.5,0.075,8.0,0.5,0.2333333333333333,1.172051089406461,8225.61147464575,160,0.4,1.2,12000.0,2.5,400000.0,0.05,Polyimide2,0.148,75.0,0.03,6.06948,0.0809264,LiSO2,3,0.021,0.07,144000,90.0,10.473944243362228,0.1163771582595803,Whitepaints_chemglazeA276,0.03,1300,0.88,0.001,1.49688e-09,0.039,1.4583546476660414,5.141216659057708,4.51777849402876,4.141892932876347,0.9035477781211746,0.5525205521623382,0.3454919555461907,0.5547733133691783,0.37538461538461537,0.9023717955640169,0.46117332994011606,0.31875506428605915,0.400587728719877,0.3541769041769042,0.9030493340691097,0.4162399770693558,0.28536217519951224,0.3466174294106956,0.3278628968567367,339
VHF,0.3,60.0,0.1,8.0,0.59,1.1666666666666667,0.0329062499999999,74132.66352746598,140,0.6,1.5,8000.0,2.0,400000.0,0.058,Polyimide1,0.28,50.0,0.03,11.4828,0.229656,NiH2_single,3,0.018,0.065,85500,57.0,4.242634484875041,0.0744321839451761,Metallic_VDA,0.03,2700,0.04,0.002,6.803999999999999e-11,0.162,0.5569944339451762,4.176187782586972,3.956013451546558,3.82743481371595,0.8201884743101044,0.3989205311887518,0.2494166396592437,0.4146657335822836,0.37538461538461537,0.8195278028549133,0.3841612719294925,0.24970832658163405,0.34798318924725524,0.3541769041769042,0.8194679895247412,0.3769012481622236,0.24985180131967416,0.3246419872493838,0.3278628968567367,340
UHF2,0.8,75.0,0.1,12.0,0.57,0.35,0.624,22319.847604127903,140,0.6,1.5,8000.0,2.0,400000.0,0.058,Polyimide1,0.28,50.0,0.03,11.4828,0.229656,LiFe_18650,3,0.018,0.065,69730,57.75,3.460104124331423,0.0599152229321458,Astroquartz,0.03,2000,0.8,0.0015,1.3607999999999999e-09,0.09,1.061571222932146,7.328816778594635,6.41209544174199,5.871145884312238,0.753268017877615,0.7491277853313418,0.6343353246756878,0.9083052152934956,0.6502991452991453,0.7535382267111442,0.5232319519980085,0.46449456304180026,0.9099534203549482,0.6504299754299754,0.7505065354741868,0.3658483942456359,0.42165084995690905,0.9263179514150792,0.6504975517295846,341
C_band,4.0,22.5,0.075,8.0,0.5,0.2333333333333333,1.172051089406461,8225.61147464575,140,0.6,1.5,8000.0,2.0,400000.0,0.058,FlexiblePV,0.3,100.0,0.03,12.303,0.1230299999999999,LiFePO4,3,0.021,0.07,103000,89.0,7.491779562960483,0.0841772984602301,Aluminizedkapton_2mil,0.03,1420,0.75,0.002,1.2757499999999999e-09,0.0852,1.522458387866691,8.254723992621315,8.045560816585471,7.7117338748975754,0.8512918970822871,0.9972079351894652,0.7688089099306157,0.9030607500297154,0.6502991452991453,0.8502727966790884,0.9536153425968726,0.7041300957163714,0.9078135083397658,0.6504299754299754,0.8492344579662147,0.7848641137210348,0.6859104897911865,0.9171174974787377,0.6504975517295846,342
C_band,4.0,22.5,0.075,8.0,0.5,0.2333333333333333,1.172051089406461,8225.61147464575,140,0.6,1.5,8000.0,2.0,400000.0,0.058,FlexiblePV,0.3,100.0,0.03,12.303,0.1230299999999999,NiH2_individual,3,0.021,0.07,64500,43.0,4.691454192339331,0.1091035858683565,Aluminizedteflon_2mil,0.03,2200,0.78,0.002,1.3267799999999996e-09,0.132,1.5941846752748177,8.147411616438097,7.783671564254277,7.193549101691489,0.8009685319688451,0.9927371576267274,0.7688089099306157,0.9030607500297154,0.6502991452991453,0.8005574140706064,0.8583806761452458,0.7041300957163714,0.9078135083397658,0.6504299754299754,0.7984663894768975,0.5895509339303768,0.6859104897911865,0.9171174974787377,0.6504975517295846,343
L_band1,1.35,60.0,0.09,9.0,0.62,0.2592592592592592,0.0828934936523437,50122.333674452246,160,0.4,1.2,12000.0,2.5,400000.0,0.05,Polyimide1,0.28,50.0,0.03,11.4828,0.229656,LiSO2,3,0.021,0.07,144000,90.0,10.473944243362228,0.1163771582595803,Aluminizedteflon_2mil,0.03,2200,0.78,0.002,1.3267799999999996e-09,0.132,0.6109266519119241,6.363617045093887,5.531147664232888,5.269351488817319,0.8875122152586735,0.5913079540558477,0.4611303987659875,0.7084223618760033,0.6087179487179487,0.8855724781798243,0.42351397257436624,0.35502325159510195,0.6265462781521669,0.620546683046683,0.8819724171333223,0.33457557422300277,0.34279645808755865,0.6364216457721135,0.6310377507502765,344
C_band,4.0,22.5,0.075,8.0,0.5,0.2333333333333333,1.172051089406461,8225.61147464575,60,0.25,0.7,6000.0,1.2,300000.0,0.038,Polyimide1,0.28,50.0,0.03,11.4828,0.229656,LiSO2,3,0.021,0.07,144000,90.0,10.473944243362228,0.1163771582595803,Whitepaints_S13G-LO,0.03,1300,0.85,0.003,1.4458499999999995e-09,0.117,1.6730842476660417,7.814823238419772,6.956987465753772,5.868213847942921,0.8912240951740086,0.7243684029545,0.7688103629160328,0.9030607500297154,0.6502991452991453,0.8891211656199761,0.49012303258412965,0.7334916646060874,0.7838704863738613,0.6504299754299754,0.8885370154347676,0.3866836349815919,0.5396096838160378,0.7052632253985791,0.5321908071394724,345
X_band2,8.0,15.0,0.1,14.0,0.82,0.175,0.27,93.74590453415132,225,0.2,1.0,15000.0,1.5,600000.0,0.04,FlexiblePV,0.3,100.0,0.03,12.303,0.1230299999999999,LiFePO4,3,0.021,0.07,103000,89.0,7.491779562960483,0.0841772984602301,Whitepaints_S13G-LO,0.03,1300,0.85,0.003,1.4458499999999995e-09,0.117,0.63420729846023,6.1867138839976725,5.851217969389381,5.467609583093775,0.8952823125442365,0.5212562032397396,0.5474687377549334,0.7473251182555463,0.47470085470085466,0.8819726264030127,0.33999694398048036,0.6317544079254842,0.6906043363952263,0.5242321867321866,0.8753652915402959,0.25083341952885696,0.6415562235731078,0.654377559451623,0.5300900331701153,346
VHF,0.3,60.0,0.1,8.0,0.59,1.1666666666666667,0.0329062499999999,74132.66352746598,60,0.25,0.7,6000.0,1.2,300000.0,0.038,Polyimide1,0.28,50.0,0.03,11.4828,0.229656,LiCF,3,0.018,0.065,215600,98.0,10.698385905719988,0.1091672031195917,Betacloth,0.03,1600,0.86,0.003,1.4628599999999996e-09,0.144,0.5537294531195918,4.851706226456271,4.3571138360035215,3.7913153608611045,0.9023104471308669,0.4552077002111106,0.24868049446733656,0.55936296881707,0.4705128205128205,0.8977703632961644,0.27517529280370323,0.309702047202631,0.4278377700411653,0.4797297297297297,0.89288936631248,0.18515962398334562,0.2587713124302978,0.4175223810917611,0.4385405149265519,347
UHF1,0.5,60.0,0.08,10.0,0.51,0.7,0.15234375,25876.622507867574,160,0.4,1.2,12000.0,2.5,400000.0,0.05,Polyimide1,0.28,50.0,0.03,11.4828,0.229656,Li-polymer,3,0.018,0.065,169500,119.0,8.410836785804907,0.0706793007210496,Betacloth,0.03,1600,0.86,0.003,1.4628599999999996e-09,0.144,0.6466790507210497,5.63856794131111,5.071411694394586,4.45865722722303,0.8885795192007274,0.49190956121951085,0.3640795966570116,0.754477288225311,0.47470085470085466,0.8791139389291155,0.2983354871454368,0.3631818679249463,0.6718099264801697,0.5242321867321866,0.8706590801543723,0.20348933272962982,0.2986330321326645,0.6694582613924986,0.49747275311957034,348
UHF2,0.8,75.0,0.1,12.0,0.57,0.35,0.624,22319.847604127903,500,1.5,3.0,20000.0,3.0,500000.0,0.075,Polyimide1,0.28,50.0,0.03,11.4828,0.229656,LiFePO4,3,0.021,0.07,103000,89.0,7.491779562960483,0.0841772984602301,Metallic_anodizedAl,0.03,2750,0.88,0.002,1.49688e-09,0.165,1.17783329846023,7.731457138697479,7.011926701935006,6.429138687224066,0.7882323720772791,0.9353815690987204,0.6343350322532642,0.9083052152934956,0.6502991452991453,0.7898358214995492,0.7830320320616833,0.45742009621271923,0.9212016232391609,0.6504299754299754,0.7895984251501865,0.553879457335926,0.4079436695354688,0.9464476028641899,0.6504975517295846,349
UHF1,0.5,60.0,0.08,10.0,0.51,0.7,0.15234375,25876.622507867574,90,0.4,1.1,7000.0,1.5,300000.0,0.042,Additive_manufacture_substrate,0.199,53.6,0.03,8.16099,0.1522572761194029,Li-polymer,3,0.018,0.065,169500,119.0,8.410836785804907,0.0706793007210496,Aluminizedmylar,0.03,1500,0.34,0.00025,5.7834e-10,0.01125,0.4285303268404526,7.9182872357152325,7.304982939042263,7.130964731394572,0.8767489415164265,0.9996839083557483,0.6004004007635926,0.9096286912351774,0.6502991452991453,0.8756159018777468,0.9996839083557483,0.3951614315331271,0.9245802037202233,0.6504299754299754,0.8751306700361382,0.9996690693161634,0.3412982817762178,0.9493634660609123,0.6504975517295846,350
X_band2,8.0,15.0,0.1,14.0,0.82,0.175,0.27,93.74590453415132,225,0.2,1.0,15000.0,1.5,600000.0,0.04,Triple_junction_GaAs,0.22,46.0,0.03,9.0222,0.1961347826086956,LiIon_18650,3,0.018,0.065,184500,155.1,9.155158625256668,0.059027457287277,Aluminizedkapton_0.5mil,0.03,1420,0.55,0.0005,9.3555e-10,0.0213,0.5864622398959727,8.046614689374996,7.651520776946117,7.300440163015708,0.8889286370671322,0.7660433895024681,0.8463952881531192,0.9000348828510771,0.6502991452991453,0.8869529855528965,0.5990665376506161,0.8464826354488908,0.8964881358957992,0.6504299754299754,0.8862662207072776,0.47343613033555965,0.8462948083886059,0.8977435435529328,0.6504975517295846,351
UHF2,0.8,75.0,0.1,12.0,0.57,0.35,0.624,22319.847604127903,60,0.25,0.7,6000.0,1.2,300000.0,0.038,CFRP_substrate1,0.15,69.0,0.03,6.1515,0.0891521739130434,NiH2_single,3,0.018,0.065,85500,57.0,4.242634484875041,0.0744321839451761,Aluminizedkapton_0.5mil,0.03,1420,0.55,0.0005,9.3555e-10,0.0213,0.8468843578582197,6.468591137292283,5.315231809704191,4.508264625776023,0.847064082319811,0.5910447124523351,0.5210944114150298,0.7789933568422311,0.5572649572649573,0.8456861812888999,0.4654243420819647,0.42720735973106694,0.5203209041680948,0.48488943488943487,0.8459522125096358,0.40363215735766245,0.3411429824719826,0.4046555489692194,0.3950876638761649,352
C_band,4.0,22.5,0.075,8.0,0.5,0.2333333333333333,1.172051089406461,8225.61147464575,140,0.6,1.5,8000.0,2.0,400000.0,0.058,CFRP_substrate1,0.15,69.0,0.03,6.1515,0.0891521739130434,NaS,3,0.046,0.08,399000,210.0,159.14378471660427,0.7578275462695442,Aluminizedkapton_0.5mil,0.03,1420,0.55,0.0005,9.3555e-10,0.0213,2.098330809589049,8.34205106754327,7.809907181696714,7.295606256405041,0.8973779791743556,0.9971035320646306,0.7688089099306157,0.9030607500297154,0.6502991452991453,0.8966524100949332,0.7793905691016677,0.7041300957163714,0.9078135083397658,0.6504299754299754,0.8967894029400826,0.5632204009447549,0.6859104897911865,0.9171174974787377,0.6504975517295846,353
UHF2,0.8,75.0,0.1,12.0,0.57,0.35,0.624,22319.847604127903,500,1.5,3.0,20000.0,3.0,500000.0,0.075,Triple_junction_GaAs,0.22,46.0,0.03,9.0222,0.1961347826086956,LiSOCl2,3,0.021,0.07,176000,110.0,12.801487408553836,0.1163771582595803,Aluminizedkapton_0.5mil,0.03,1420,0.55,0.0005,9.3555e-10,0.0213,1.032811940868276,7.9873172315786025,7.505863305001741,7.378352706104742,0.8677631731558851,0.9998613135449841,0.6343350322532642,0.9083052152934956,0.6502991452991453,0.8693466924522658,0.9998613135449841,0.45742009621271923,0.9212016232391609,0.6504299754299754,0.8707985227524692,0.9998547997164575,0.4079436695354688,0.9464476028641899,0.6504975517295846,354
X_band2,8.0,15.0,0.1,14.0,0.82,0.175,0.27,93.74590453415132,100,0.3,0.9,10000.0,2.0,300000.0,0.045,PCB1,0.18,95.0,0.03,7.381799999999999,0.0777031578947368,LiFePO4,3,0.021,0.07,103000,89.0,7.491779562960483,0.0841772984602301,Aluminizedkapton_0.5mil,0.03,1420,0.55,0.0005,9.3555e-10,0.0213,0.498180456354967,7.276263321024477,6.526558079398544,5.9358870799056875,0.87906650683426,0.5714099462206303,0.811584550440063,0.7945732291599712,0.6296581196581197,0.877531368473007,0.36047244622063024,0.8218088297546065,0.7166951646228228,0.6355958230958231,0.8750932979253037,0.2563371165957053,0.7951401633402497,0.6662891678225451,0.6200916126994156,355
VHF,0.3,60.0,0.1,8.0,0.59,1.1666666666666667,0.0329062499999999,74132.66352746598,160,0.4,1.2,12000.0,2.5,400000.0,0.05,FlexiblePV,0.3,100.0,0.03,12.303,0.1230299999999999,LiIon_18650,3,0.018,0.065,184500,155.1,9.155158625256668,0.059027457287277,Aluminizedmylar,0.03,1500,0.34,0.00025,5.7834e-10,0.01125,0.276213707287277,5.960281700373998,5.286732288858003,4.884598491847464,0.8771663370054675,0.6118384612005676,0.4246073416773218,0.5688211956586322,0.5802991452991453,0.8755407887930702,0.4582736463857528,0.3433293394970907,0.5077412620985399,0.590448402948403,0.8755716125728253,0.3952523846962323,0.24848096352665816,0.5521892266514332,0.5855946927815512,356
L_band2,1.7,45.0,0.075,13.0,0.55,0.2745098039215686,0.16552587890625,14142.198843223963,160,0.4,1.2,12000.0,2.5,400000.0,0.05,Additive_manufacture_substrate,0.199,53.6,0.03,8.16099,0.1522572761194029,NiH2_individual,3,0.021,0.07,64500,43.0,4.691454192339331,0.1091035858683565,Silveredteflon_2mil,0.03,2100,0.66,0.002,1.12266e-09,0.126,0.6028867408940095,5.82398741505609,5.5715864024638755,5.049196319625231,0.8581314094204082,0.4892419550854658,0.44754452047155824,0.7512221591007386,0.47470085470085466,0.8430388627026583,0.3844549180484288,0.45864807996821344,0.6992904948472182,0.516492628992629,0.827766295247505,0.3329105711386529,0.3766878381515323,0.6716388935773911,0.47071552677302164,357
X_band1,8.0,10.0,0.05,12.0,0.7,0.2625,0.27,0.0009850618687046,140,0.6,1.5,8000.0,2.0,400000.0,0.058,CFRP_substrate1,0.15,69.0,0.03,6.1515,0.0891521739130434,LiSOCl2,3,0.021,0.07,176000,110.0,12.801487408553836,0.1163771582595803,Metallic_bareAl,0.03,2700,0.1,0.001,1.7009999999999999e-10,0.081,0.6145293321726237,4.950466777294046,4.449207403968163,4.112512056880675,0.9061796747943525,0.5235224775937808,0.3786475261255121,0.440929857651265,0.37538461538461537,0.9057611228213793,0.4466150701863733,0.3425830781080158,0.35520581122410894,0.3541769041769042,0.9068634717921745,0.40878460756972596,0.29761679728192525,0.3251994234402511,0.3278628968567367,358
L_band2,1.7,45.0,0.075,13.0,0.55,0.2745098039215686,0.16552587890625,14142.198843223963,250,1.0,2.0,18000.0,2.0,500000.0,0.065,Triple_junction_GaAs,0.22,46.0,0.03,9.0222,0.1961347826086956,LiFePO4,3,0.021,0.07,103000,89.0,7.491779562960483,0.0841772984602301,Whitepaints_chemglazeA276,0.03,1300,0.88,0.001,1.49688e-09,0.039,0.5498379599751758,5.371237768554423,4.683737694973969,4.346677792439405,0.8477945850901784,0.447623133847344,0.3668844828571287,0.7512221591007386,0.4274358974358974,0.8481999051202543,0.39359998569919585,0.26166478267690174,0.6589287676469091,0.3915847665847666,0.8490330622724416,0.3670262035974827,0.2718364322528095,0.5016693100648748,0.36512399305007104,359
X_band1,8.0,10.0,0.05,12.0,0.7,0.2625,0.27,0.0009850618687046,60,0.25,0.7,6000.0,1.2,300000.0,0.038,Carbon_fiber,0.21,84.5,0.03,8.6121,0.1019183431952662,LiIon_18650,3,0.018,0.065,184500,155.1,9.155158625256668,0.059027457287277,Silveredteflon_2mil,0.03,2100,0.66,0.002,1.12266e-09,0.126,0.5949458004825433,6.119561155485292,5.876332395925836,5.00776672855336,0.9009155505146969,0.48990761037190317,0.5481364039706358,0.7472991134148848,0.47470085470085466,0.8911456178352786,0.3549863140756069,0.620516180064915,0.6905463739115166,0.5169226044226044,0.8856533642078451,0.21519985542917375,0.5384397490922619,0.6542623750690673,0.4690570210077397,360
L_band2,1.7,45.0,0.075,13.0,0.55,0.2745098039215686,0.16552587890625,14142.198843223963,90,0.4,1.1,7000.0,1.5,300000.0,0.042,Polyimide1,0.28,50.0,0.03,11.4828,0.229656,NiH2_individual,3,0.021,0.07,64500,43.0,4.691454192339331,0.1091035858683565,Whitepaints_Z93,0.03,1300,0.92,0.001,1.5649199999999996e-09,0.039,0.5852854647746066,5.425869926311073,4.451074357663969,3.783368197406012,0.8549490591648278,0.4179170461245742,0.3947061585974613,0.7512221591007386,0.4438888888888889,0.8533714182723706,0.23135223130975935,0.3015970634750072,0.6933492486033327,0.42318796068796066,0.8456543675214463,0.1395298687752694,0.2889285144840935,0.5763113994811802,0.3945348286210709,361
L_band1,1.35,60.0,0.09,9.0,0.62,0.2592592592592592,0.0828934936523437,50122.333674452246,250,1.0,2.0,18000.0,2.0,500000.0,0.065,FlexiblePV,0.3,100.0,0.03,12.303,0.1230299999999999,LiFe_21700,3,0.021,0.07,69730,57.75,5.071862028400334,0.0878244507082308,Blackpaints_3Mblackvelvet,0.03,1200,0.84,0.002,1.4288399999999996e-09,0.072,0.4307479443605747,6.511716311271954,5.687769847677138,5.455084428495097,0.7661284157842498,0.6282901767352711,0.4944357846858517,0.7564712735621404,0.6502991452991453,0.7668691406364492,0.5064105471056415,0.3548623172664368,0.6640880067061826,0.6504299754299754,0.765112044515814,0.4333020753985364,0.3374028166863931,0.6638916474044476,0.6504975517295846,362
L_band1,1.35,60.0,0.09,9.0,0.62,0.2592592592592592,0.0828934936523437,50122.333674452246,100,0.3,0.9,10000.0,2.0,300000.0,0.045,FlexiblePV,0.3,100.0,0.03,12.303,0.1230299999999999,LiFePO4,3,0.021,0.07,103000,89.0,7.491779562960483,0.0841772984602301,Astroquartz,0.03,2000,0.8,0.0015,1.3607999999999999e-09,0.09,0.4251007921125739,5.296498767746454,5.114676406540932,5.0296200055431415,0.8891724376666392,0.5598795993230121,0.26442492308380017,0.6670238185893315,0.47470085470085466,0.8781518815447491,0.4237383956193085,0.35554185891830276,0.5046716811072594,0.5242321867321866,0.869944652828969,0.3490343317147156,0.3230306872608835,0.5759202830940944,0.5697836044858633,363
UHF1,0.5,60.0,0.08,10.0,0.51,0.7,0.15234375,25876.622507867574,160,0.4,1.2,12000.0,2.5,400000.0,0.05,FlexiblePV,0.3,100.0,0.03,12.303,0.1230299999999999,LiFePO4,3,0.021,0.07,103000,89.0,7.491779562960483,0.0841772984602301,Whitepaints_ZOT,0.03,1300,0.91,0.002,1.5479099999999999e-09,0.078,0.4875510484602301,5.61433254342147,5.159739573102061,4.538103267071417,0.8828986978670211,0.4845261956240855,0.3640795966570116,0.754477288225311,0.47470085470085466,0.8725862223835816,0.327669714142604,0.3631818679249463,0.6718099264801697,0.5242321867321866,0.8630136650768377,0.24646673606808384,0.2879424573832099,0.6509569990985431,0.48276733533407046,364
