Communication_Communication band,Communication_Frequency [GHz],Communication_Beamwidth [deg],Communication_D_r [m],Communication_Required Eb/N0 [dB],Communication_Efficiency,Communication_D_antenna [m],Communication_Mass_communication [kg],Communication_Data Rate [bps],OBC_cpu_DMIPS,OBC_cpu_power_idle,OBC_power max,OBC_cpu efficiency,OBC_recovery rate,OBC_Throughtput per W,OBC_Mass_OBC,SolarArray_Solar Material,SolarArray_Efficiency,SolarArray_Specific Power [W/kg],SolarArray_A_solar [m^2],SolarArray_P_solar_max [W],SolarArray_Mass_solar_array [kg],Battery_Battery type,Battery_Number of cell,Battery_Diameter [m],Battery_Length [m],Battery_Volumetric Energy [Wh/m³],Battery_Specific Energy [Wh/kg],Battery_Capacity [Wh],Battery_Mass_battery [kg],Radiator_Radiator material,Radiator_A_radiator [m2],Radiator_rho [kg/m³],Radiator_emissivity,Radiator_thickness [m],Radiator_Q_rad [W/K⁴],Radiator_Mass_radiator [kg],CubeSat mass,score_4orbits,score_8orbits,score_15orbits,subscore_4_Power,subscore_4_Thermal,subscore_4_OBC,subscore_4_Comm,subscore_4_Payload,subscore_8_Power,subscore_8_Thermal,subscore_8_OBC,subscore_8_Comm,subscore_8_Payload,subscore_15_Power,subscore_15_Thermal,subscore_15_OBC,subscore_15_Comm,subscore_15_Payload,al_order
S_band1,2.4,30.0,0.1,11.0,0.71,0.2916666666666667,0.2531630353117955,33378.25204760728,90,0.4,1.1,7000.0,1.5,300000.0,0.042,Carbon_fiber,0.21,84.5,0.03,8.6121,0.1019183431952662,LiFe_18650,3,0.018,0.065,69730,57.75,3.460104124331423,0.0599152229321458,Whitepaints_ZOT,0.03,1300,0.91,0.002,1.5479099999999999e-09,0.078,0.5349966014392077,4.50998055898778,4.14274955400767,3.922454726732903,0.8295529240230319,0.4389623498047375,0.2892964797255009,0.4718265331042028,0.37538461538461537,0.8287627062275562,0.4042424423973301,0.278368881655199,0.369428473069934,0.3541769041769042,0.8287413122095667,0.38716385135509873,0.2645917738890674,0.3335856025363555,0.3278628968567367,2505
L_band1,1.35,60.0,0.09,9.0,0.62,0.2592592592592592,0.0828934936523437,50122.333674452246,250,1.0,2.0,18000.0,2.0,500000.0,0.065,CFRP_substrate1,0.15,69.0,0.03,6.1515,0.0891521739130434,NiH2_single,3,0.018,0.065,85500,57.0,4.242634484875041,0.0744321839451761,Aluminizedkapton_2mil,0.03,1420,0.75,0.002,1.2757499999999999e-09,0.0852,0.3966778515105634,4.324062425264653,4.011236383841964,3.839630418369628,0.7831381460441942,0.44130112077494943,0.2494166396592437,0.4671802481853979,0.37538461538461537,0.7858138163509942,0.4054307504045791,0.24970832658163405,0.3685544608377582,0.3541769041769042,0.7864875621782593,0.3877862509852567,0.24985180131967416,0.3340320165063847,0.3278628968567367,2506
X_band2,8.0,15.0,0.1,14.0,0.82,0.175,0.27,93.74590453415132,500,1.5,3.0,20000.0,3.0,500000.0,0.075,Additive_manufacture_substrate,0.199,53.6,0.03,8.16099,0.1522572761194029,LiSOCl2,3,0.021,0.07,176000,110.0,12.801487408553836,0.1163771582595803,Quartzmirror,0.03,1333,0.8,0.008,1.3607999999999999e-09,0.31992,0.9335544343789834,7.820726964483776,7.021777614995278,6.3071100974305905,0.8743294336082559,0.6754838628232015,0.8463948626832296,0.9000348828510771,0.6502991452991453,0.8764103413986618,0.4063426591194978,0.8465533213407763,0.870523655504656,0.6504299754299754,0.8782235883941838,0.24205605078413883,0.8464332725477344,0.8526928600774355,0.6504975517295846,2507
L_band1,1.35,60.0,0.09,9.0,0.62,0.2592592592592592,0.0828934936523437,50122.333674452246,500,1.5,3.0,20000.0,3.0,500000.0,0.075,Additive_manufacture_substrate,0.199,53.6,0.03,8.16099,0.1522572761194029,Li-polymer,3,0.018,0.065,169500,119.0,8.410836785804907,0.0706793007210496,Whitepaints_chemglazeA276,0.03,1300,0.88,0.001,1.49688e-09,0.039,0.4198300704927963,4.846648403844816,4.353561739936956,3.679032954995176,0.8405521831546412,0.4049894740740968,0.25191634899572496,0.6670238185893315,0.4675213675213675,0.8420032102013062,0.22880428888891158,0.35571534067252014,0.46386545441811733,0.4919840294840295,0.8253401109795516,0.14616635443708778,0.27336924024973974,0.4594431443166484,0.4448428368346233,2508
S_band2,2.0,30.0,0.1,15.0,0.68,0.35,0.1465063861758076,12726.763832425344,1000,1.5,2.5,25000.0,4.0,600000.0,0.12,PCB1,0.18,95.0,0.03,7.381799999999999,0.0777031578947368,LiFePO4,3,0.021,0.07,103000,89.0,7.491779562960483,0.0841772984602301,Whitepaints_Z93,0.03,1300,0.92,0.001,1.5649199999999996e-09,0.039,0.4673868425307746,4.792800183502248,4.344568525469518,4.062439153874334,0.8296722620976071,0.4418319266340609,0.3255213341318858,0.5645819950879576,0.37538461538461537,0.8333957504509608,0.40569998218961645,0.288971138124705,0.44730348496438216,0.3541769041769042,0.8342881152308133,0.38792681547328944,0.2520850662026145,0.41364625627802365,0.3278628968567367,2509
S_band1,2.4,30.0,0.1,11.0,0.71,0.2916666666666667,0.2531630353117955,33378.25204760728,1000,1.5,2.5,25000.0,4.0,600000.0,0.12,Additive_manufacture_substrate,0.199,53.6,0.03,8.16099,0.1522572761194029,LiSO2,3,0.021,0.07,144000,90.0,10.473944243362228,0.1163771582595803,Aluminizedkapton_5mil,0.03,1420,0.86,0.005,1.4628599999999996e-09,0.213,0.854797469690779,6.457774714016585,5.797181840996179,5.366209532471478,0.8555453170755225,0.5769252821983363,0.4842563240563204,0.7973695483501819,0.5892735042735042,0.8570993332049045,0.45834194886500296,0.377610479492608,0.72767442166878,0.6065724815724816,0.8566357357318932,0.40001125602471854,0.32151972805431583,0.7032513026739149,0.5743168535776338,2510
C_band,4.0,22.5,0.075,8.0,0.5,0.2333333333333333,1.172051089406461,8225.61147464575,60,0.25,0.7,6000.0,1.2,300000.0,0.038,Triple_junction_GaAs,0.22,46.0,0.03,9.0222,0.1961347826086956,Li-polymer,3,0.018,0.065,169500,119.0,8.410836785804907,0.0706793007210496,Whitepaints_S13G-LO,0.03,1300,0.85,0.003,1.4458499999999995e-09,0.117,1.5938651727362063,6.584173568732316,5.415195059680621,4.608806226677786,0.891097431671659,0.6080375692499025,0.5713240236987807,0.7631947389370941,0.5237606837606837,0.8892840958475122,0.48893571739805064,0.4813053881499843,0.48287514547163396,0.4608108108108108,0.8893854914419682,0.430349967261049,0.36896451031808164,0.38475357077338934,0.3827041541620597,2511
C_band,4.0,22.5,0.075,8.0,0.5,0.2333333333333333,1.172051089406461,8225.61147464575,140,0.6,1.5,8000.0,2.0,400000.0,0.058,Polyimide2,0.148,75.0,0.03,6.06948,0.0809264,NaS,3,0.046,0.08,399000,210.0,159.14378471660427,0.7578275462695442,Blackpaints_chemglazeZ306,0.03,1200,0.89,0.0015,1.5138899999999996e-09,0.054,2.1228050356760053,6.152092899347985,5.146890206779925,4.468331854277333,0.8968019648920235,0.6103109351207519,0.49865527428175466,0.6802151356005677,0.47470085470085466,0.8968362747521021,0.4900956573429741,0.42899748227098394,0.4501137478224119,0.4255528255528256,0.8968176769934845,0.4309622172072184,0.34206165213395484,0.3695702858762671,0.36457115779497706,2512
C_band,4.0,22.5,0.075,8.0,0.5,0.2333333333333333,1.172051089406461,8225.61147464575,1000,1.5,2.5,25000.0,4.0,600000.0,0.12,Carbon_fiber,0.21,84.5,0.03,8.6121,0.1019183431952662,LiIon_18650,3,0.018,0.065,184500,155.1,9.155158625256668,0.059027457287277,Astroquartz,0.03,2000,0.8,0.0015,1.3607999999999999e-09,0.09,1.5429968898890047,8.102589231106721,7.390078010625012,6.522236186945206,0.8329981822239126,0.9285958409403221,0.7688084967527122,0.9030607500297154,0.6502991452991453,0.8351721268198034,0.6347740816810628,0.7041298381749823,0.9078135083397658,0.6504299754299754,0.8360638086848343,0.3449890006192548,0.6859102453678018,0.9171174974787377,0.6504975517295846,2513
S_band3,3.6,22.5,0.08,7.5,0.63,0.2592592592592592,0.8544252441773101,13231.153889448362,90,0.4,1.1,7000.0,1.5,300000.0,0.042,FlexiblePV,0.3,100.0,0.03,12.303,0.1230299999999999,LiIon_18650,3,0.018,0.065,184500,155.1,9.155158625256668,0.059027457287277,Silveredteflon_5mil,0.03,2100,0.78,0.005,1.3267799999999996e-09,0.315,1.3934827014645872,8.027815700856358,7.370342955878701,6.819017188232555,0.87753849392469,0.8954258354948794,0.7210513779681467,0.9049233123622638,0.6502991452991453,0.8757957861818538,0.6786225947541387,0.616511815283701,0.9125682730795868,0.6504299754299754,0.8749995654791746,0.47560444493104287,0.5871913703265337,0.927534031243942,0.6504975517295846,2514
S_band3,3.6,22.5,0.08,7.5,0.63,0.2592592592592592,0.8544252441773101,13231.153889448362,160,0.4,1.2,12000.0,2.5,400000.0,0.05,FlexiblePV,0.3,100.0,0.03,12.303,0.1230299999999999,LiCF,3,0.018,0.065,215600,98.0,10.698385905719988,0.1091672031195917,Blackpaints_chemglazeZ306,0.03,1200,0.89,0.0015,1.5138899999999996e-09,0.054,1.1906224472969018,7.499532608892268,6.451793441481333,5.426699594151704,0.8847651084322185,0.6519925146416716,0.7288199185386091,0.8676947612924013,0.6502991452991453,0.8829243299633256,0.3784809405675976,0.6722969621230047,0.7650205092301192,0.6504299754299754,0.8822913180378703,0.20210748466685904,0.6149447330428963,0.701519251610432,0.6117990838730059,2515
S_band2,2.0,30.0,0.1,15.0,0.68,0.35,0.1465063861758076,12726.763832425344,140,0.6,1.5,8000.0,2.0,400000.0,0.058,Polyimide1,0.28,50.0,0.03,11.4828,0.229656,LiFePO4,3,0.021,0.07,103000,89.0,7.491779562960483,0.0841772984602301,Silveredteflon_5mil,0.03,2100,0.78,0.005,1.3267799999999996e-09,0.315,0.8333396846360377,7.665637525629759,6.999958275113228,6.555830798751597,0.8519991458757709,0.7274657404259179,0.7258632625206642,0.9047356288220454,0.6502991452991453,0.8510831994776002,0.539889351537029,0.6349794147304952,0.8856054555364414,0.6504299754299754,0.8501190157324926,0.40434528053623364,0.6162077458620983,0.8788884402569843,0.6504975517295846,2516
UHF1,0.5,60.0,0.08,10.0,0.51,0.7,0.15234375,25876.622507867574,160,0.4,1.2,12000.0,2.5,400000.0,0.05,Polyimide1,0.28,50.0,0.03,11.4828,0.229656,LiFe_18650,3,0.018,0.065,69730,57.75,3.460104124331423,0.0599152229321458,Whitepaints_chemglazeA276,0.03,1300,0.88,0.001,1.49688e-09,0.039,0.5309149729321458,5.487689912822526,4.83089520646992,4.132137892657598,0.8272933886405703,0.4613449130083029,0.3640795966570116,0.754477288225311,0.47470085470085466,0.8129346381373266,0.28697222782311765,0.3457868284332837,0.6476705336464947,0.503593366093366,0.7917089508870048,0.1996062732488332,0.28810359419472137,0.5847819209846552,0.45247196335492024,2517
S_band1,2.4,30.0,0.1,11.0,0.71,0.2916666666666667,0.2531630353117955,33378.25204760728,160,0.4,1.2,12000.0,2.5,400000.0,0.05,FlexiblePV,0.3,100.0,0.03,12.303,0.1230299999999999,NiH2_common,3,0.046,0.08,84000,56.0,33.50395467717985,0.5982849049496402,Blackpaints_3Mblackvelvet,0.03,1200,0.84,0.002,1.4288399999999996e-09,0.072,1.0964779402614355,7.255270049059256,6.064656241751761,5.563634216430847,0.9093000086914935,0.7075442465396222,0.5438927012931194,0.8834473997041075,0.6502991452991453,0.9073998310154621,0.46638220950258513,0.36013860808393783,0.8275991701217744,0.6504299754299754,0.9076468992260384,0.3052770323676039,0.3821849719229836,0.7738602067380278,0.6504975517295846,2518
UHF1,0.5,60.0,0.08,10.0,0.51,0.7,0.15234375,25876.622507867574,500,1.5,3.0,20000.0,3.0,500000.0,0.075,FlexiblePV,0.3,100.0,0.03,12.303,0.1230299999999999,LiSO2,3,0.021,0.07,144000,90.0,10.473944243362228,0.1163771582595803,Quartzmirror,0.03,1333,0.8,0.008,1.3607999999999999e-09,0.31992,0.7866709082595804,7.828026587500197,7.219640705585652,7.044965896170378,0.8330815763131213,0.993473061456565,0.6003997478223867,0.9096286912351774,0.6502991452991453,0.8340117824759116,0.989660561456565,0.3951612371146254,0.9245802037202233,0.6504299754299754,0.8343470433411574,0.9868147127895097,0.3412981599944821,0.9493634660609123,0.6504975517295846,2519
UHF1,0.5,60.0,0.08,10.0,0.51,0.7,0.15234375,25876.622507867574,1000,1.5,2.5,25000.0,4.0,600000.0,0.12,Carbon_fiber,0.21,84.5,0.03,8.6121,0.1019183431952662,NiH2_individual,3,0.021,0.07,64500,43.0,4.691454192339331,0.1091035858683565,Metallic_VDG,0.03,8400,0.03,0.001,5.102999999999999e-11,0.252,0.7353656790636228,4.409685065817491,4.0744287954854155,3.845821580056828,0.7318564158022598,0.4347139419382693,0.3274913229185622,0.4263165065687508,0.37538461538461537,0.7350603812538536,0.40215838638271373,0.3058185091489397,0.3506949507388454,0.3541769041769042,0.735370916785053,0.38614443182454716,0.27870897306756354,0.3242247848562888,0.3278628968567367,2520
C_band,4.0,22.5,0.075,8.0,0.5,0.2333333333333333,1.172051089406461,8225.61147464575,500,1.5,3.0,20000.0,3.0,500000.0,0.075,CFRP_substrate1,0.15,69.0,0.03,6.1515,0.0891521739130434,NiH2_single,3,0.018,0.065,85500,57.0,4.242634484875041,0.0744321839451761,Metallic_VDG,0.03,8400,0.03,0.001,5.102999999999999e-11,0.252,1.6626354472646807,4.730297495840991,4.1055236532869435,3.740214820326728,0.5715221432999398,0.5612862456875659,0.34308746889143915,0.5732492406745768,0.37538461538461537,0.5470256639508345,0.4655686530949733,0.3170270405166571,0.40788225866521166,0.3541769041769042,0.5357998544524246,0.41848553158045465,0.2844734617847074,0.34999808268857047,0.3278628968567367,2521
C_band,4.0,22.5,0.075,8.0,0.5,0.2333333333333333,1.172051089406461,8225.61147464575,250,1.0,2.0,18000.0,2.0,500000.0,0.065,FlexiblePV,0.3,100.0,0.03,12.303,0.1230299999999999,LiIon_21700,3,0.018,0.065,228500,190.4,11.338502687648504,0.0595509594939522,Metallic_VDA,0.03,2700,0.04,0.002,6.803999999999999e-11,0.162,1.5816320489004132,4.825027913288238,4.366308663699916,4.057262678851138,0.8748310137464437,0.5171106616570603,0.36238603014725124,0.4249556136180894,0.37538461538461537,0.8741474994818575,0.443439365360764,0.33089639722091385,0.349334057788184,0.3541769041769042,0.8746781536489721,0.40720073355130637,0.29160639896036056,0.3228638919056275,0.3278628968567367,2522
C_band,4.0,22.5,0.075,8.0,0.5,0.2333333333333333,1.172051089406461,8225.61147464575,60,0.25,0.7,6000.0,1.2,300000.0,0.038,Polyimide2,0.148,75.0,0.03,6.06948,0.0809264,LiFe_21700,3,0.021,0.07,69730,57.75,5.071862028400334,0.0878244507082308,Aluminizedkapton_0.5mil,0.03,1420,0.55,0.0005,9.3555e-10,0.0213,1.400101940114692,7.800455439854902,6.350469376453533,5.056680378640221,0.857651043866103,0.745829920903749,0.7688103629160328,0.9030607500297154,0.6502991452991453,0.8576085498777295,0.542855383866712,0.589281862225326,0.6823229510822297,0.5517506142506143,0.8578432377400369,0.443012977337073,0.4244992811341103,0.4771877485552839,0.42947401674301056,2523
X_band2,8.0,15.0,0.1,14.0,0.82,0.175,0.27,93.74590453415132,500,1.5,3.0,20000.0,3.0,500000.0,0.075,Polyimide2,0.148,75.0,0.03,6.06948,0.0809264,NiH2_single,3,0.018,0.065,85500,57.0,4.242634484875041,0.0744321839451761,Aluminizedkapton_0.5mil,0.03,1420,0.55,0.0005,9.3555e-10,0.0213,0.5216585839451762,7.486636882727361,7.447282592839733,7.278582510430374,0.5540494846811764,0.9923705724301193,0.7784976116705336,0.9000348828510771,0.6105128205128205,0.5376845757386647,0.9543543687264157,0.7976092100366381,0.9000890492347169,0.6218366093366093,0.5273426700706404,0.9510064955607714,0.8215265316822868,0.7798676515142917,0.6357921339440846,2524
C_band,4.0,22.5,0.075,8.0,0.5,0.2333333333333333,1.172051089406461,8225.61147464575,500,1.5,3.0,20000.0,3.0,500000.0,0.075,CFRP_substrate1,0.15,69.0,0.03,6.1515,0.0891521739130434,LiSO2,3,0.021,0.07,144000,90.0,10.473944243362228,0.1163771582595803,Silveredteflon_2mil,0.03,2100,0.66,0.002,1.12266e-09,0.126,1.5785804215790846,8.078922438991489,7.267171959602726,5.957193398625239,0.7689874921803409,0.9912873919776788,0.768808515910238,0.9030607500297154,0.6502991452991453,0.6768738200008181,0.7202272067924935,0.7041298501410811,0.9078135083397658,0.6504299754299754,0.5436906797648123,0.3578268891622855,0.7063735944377154,0.8392735075276716,0.6504975517295846,2525
UHF2,0.8,75.0,0.1,12.0,0.57,0.35,0.624,22319.847604127903,250,1.0,2.0,18000.0,2.0,500000.0,0.065,Additive_manufacture_substrate,0.199,53.6,0.03,8.16099,0.1522572761194029,LiFe_21700,3,0.021,0.07,69730,57.75,5.071862028400334,0.0878244507082308,Aluminizedkapton_1mil,0.03,1420,0.67,0.001,1.1396699999999996e-09,0.0426,0.971681726827634,7.562970884227451,6.640934534448606,6.010402604227898,0.7749357224178841,0.8521827781233597,0.6343350617165633,0.9083052152934956,0.6502991452991453,0.7765919523386161,0.6068517596048413,0.4574201074736607,0.9212016232391609,0.6504299754299754,0.7758502387972073,0.40252927656777104,0.4079436780333866,0.9464476028641899,0.6504975517295846,2526
X_band1,8.0,10.0,0.05,12.0,0.7,0.2625,0.27,0.0009850618687046,140,0.6,1.5,8000.0,2.0,400000.0,0.058,Carbon_fiber,0.21,84.5,0.03,8.6121,0.1019183431952662,LiFePO4,3,0.021,0.07,103000,89.0,7.491779562960483,0.0841772984602301,Aluminizedkapton_1mil,0.03,1420,0.67,0.001,1.1396699999999996e-09,0.0426,0.5566956416554965,7.357176477289161,6.637470087752765,6.104025725740339,0.8562772260977236,0.5730922690495222,0.8434621027444655,0.8034130613126425,0.6482051282051282,0.8558291774952617,0.37677976904952215,0.8455419894325997,0.7281292774336503,0.6489250614250615,0.8549013535101101,0.27852630758159713,0.829051600814172,0.6714175889671787,0.6393302795766862,2527
S_band2,2.0,30.0,0.1,15.0,0.68,0.35,0.1465063861758076,12726.763832425344,500,1.5,3.0,20000.0,3.0,500000.0,0.075,Polyimide1,0.28,50.0,0.03,11.4828,0.229656,LiFe_18650,3,0.018,0.065,69730,57.75,3.460104124331423,0.0599152229321458,Aluminizedkapton_0.5mil,0.03,1420,0.55,0.0005,9.3555e-10,0.0213,0.5323776091079535,7.601235448331634,7.398534319915166,7.345052968711295,0.5944073191294438,0.9996484572689963,0.7258629009467326,0.9047356288220454,0.6502991452991453,0.597760055869269,0.9996484572689963,0.6253403236721996,0.9120891529644208,0.6504299754299754,0.5942561660680343,0.9996365062129837,0.5971385100463933,0.9264843955352771,0.6504975517295846,2528
S_band3,3.6,22.5,0.08,7.5,0.63,0.2592592592592592,0.8544252441773101,13231.153889448362,140,0.6,1.5,8000.0,2.0,400000.0,0.058,Polyimide1,0.28,50.0,0.03,11.4828,0.229656,NiCd,3,0.018,0.065,54000,30.0,2.6795586220263417,0.0893186207342113,Aluminizedmylar,0.03,1500,0.34,0.00025,5.7834e-10,0.01125,1.2426498649115216,7.736587544390745,7.04093352053299,6.346751489717823,0.6994180304739374,0.9339412086518835,0.721050859868128,0.9049233123622638,0.6502991452991453,0.7003103193316966,0.6752328753185501,0.616511526599124,0.9125682730795868,0.6504299754299754,0.6961625519569722,0.41753397581802865,0.5871911076233218,0.927534031243942,0.6504975517295846,2529
X_band1,8.0,10.0,0.05,12.0,0.7,0.2625,0.27,0.0009850618687046,90,0.4,1.1,7000.0,1.5,300000.0,0.042,Polyimide1,0.28,50.0,0.03,11.4828,0.229656,NiH2_common,3,0.046,0.08,84000,56.0,33.50395467717985,0.5982849049496402,Aluminizedteflon_5mil,0.03,2200,0.66,0.005,1.12266e-09,0.33,1.4699409049496404,8.52825891731043,8.514659909587456,8.499013620493148,0.9098637390554083,0.999856218009453,0.8472903949336161,0.9000000003665414,0.6502991452991453,0.9079350879699244,0.9928515883798235,0.8481142067192056,0.9000000009357101,0.6504299754299754,0.9082328483253967,0.9833122646797265,0.848136567445738,0.9000000020499137,0.6504975517295846,2530
UHF2,0.8,75.0,0.1,12.0,0.57,0.35,0.624,22319.847604127903,500,1.5,3.0,20000.0,3.0,500000.0,0.075,Carbon_fiber,0.21,84.5,0.03,8.6121,0.1019183431952662,LiFe_18650,3,0.018,0.065,69730,57.75,3.460104124331423,0.0599152229321458,Aluminizedteflon_5mil,0.03,2200,0.66,0.005,1.12266e-09,0.33,1.190833566127412,7.427413687152356,6.98532583081046,6.855787772875166,0.6033661281025542,0.9998698074506591,0.6343350322532642,0.9083052152934956,0.6502991452991453,0.6069031692784764,0.9998698074506591,0.45742009621271923,0.9212016232391609,0.6504299754299754,0.6033602648696786,0.9994652062886071,0.4079436695354688,0.9464476028641899,0.6504975517295846,2531
L_band2,1.7,45.0,0.075,13.0,0.55,0.2745098039215686,0.16552587890625,14142.198843223963,60,0.25,0.7,6000.0,1.2,300000.0,0.038,Polyimide1,0.28,50.0,0.03,11.4828,0.229656,LiIon_18650,3,0.018,0.065,184500,155.1,9.155158625256668,0.059027457287277,Aluminizedmylar,0.03,1500,0.34,0.00025,5.7834e-10,0.01125,0.5034593361935271,7.765530713951582,7.132141187444807,6.78819385330324,0.8862239819368055,0.7717724719023737,0.7166750442804717,0.8859056298056456,0.6502991452991453,0.8841533353097423,0.6018720089394107,0.6248274633866425,0.8533108458435978,0.6504299754299754,0.8833775532678487,0.4941463420205219,0.6158257911737621,0.8242627933895108,0.6504975517295846,2532
L_band2,1.7,45.0,0.075,13.0,0.55,0.2745098039215686,0.16552587890625,14142.198843223963,225,0.2,1.0,15000.0,1.5,600000.0,0.04,Polyimide1,0.28,50.0,0.03,11.4828,0.229656,LiSO2,3,0.021,0.07,144000,90.0,10.473944243362228,0.1163771582595803,Aluminizedteflon_5mil,0.03,2200,0.66,0.005,1.12266e-09,0.33,0.8815590371658304,7.941458545602003,7.349933044059646,6.98454699523288,0.8920088594903245,0.8443955716934699,0.7123585279538363,0.9052623121895633,0.6502991452991453,0.8899397338289583,0.6754904791008772,0.6005643082334374,0.9134336746811784,0.6504299754299754,0.8892544024562692,0.543150382539813,0.5692234615532197,0.929429915792749,0.6504975517295846,2533
L_band1,1.35,60.0,0.09,9.0,0.62,0.2592592592592592,0.0828934936523437,50122.333674452246,90,0.4,1.1,7000.0,1.5,300000.0,0.042,Additive_manufacture_substrate,0.199,53.6,0.03,8.16099,0.1522572761194029,NiH2_individual,3,0.021,0.07,64500,43.0,4.691454192339331,0.1091035858683565,Aluminizedmylar,0.03,1500,0.34,0.00025,5.7834e-10,0.01125,0.3975043556401033,7.236063567527426,6.619319307357959,6.298154895945473,0.8298670679872424,0.999659930965564,0.4565231011728298,0.8055177405081972,0.6502991452991453,0.8293314547038984,0.999659930965564,0.3548624526607237,0.6640880067061814,0.6504299754299754,0.8276745646338093,0.9996410998828673,0.2547472296576835,0.7227828482889846,0.6504975517295846,2534
S_band1,2.4,30.0,0.1,11.0,0.71,0.2916666666666667,0.2531630353117955,33378.25204760728,250,1.0,2.0,18000.0,2.0,500000.0,0.065,CFRP_substrate2,0.185,84.0,0.03,7.586849999999999,0.0903196428571428,LiFe_18650,3,0.018,0.065,69730,57.75,3.460104124331423,0.0599152229321458,Aluminizedkapton_0.5mil,0.03,1420,0.55,0.0005,9.3555e-10,0.0213,0.4896979011010842,7.276708261613526,6.440886952496173,5.894836711855147,0.6933982644604363,0.9416404629440124,0.5438925060893349,0.8834473997041075,0.6502991452991453,0.6958976038631761,0.8216612962773457,0.3601385549997983,0.8275991701217731,0.6504299754299754,0.6936847570386561,0.6257656665950065,0.2908283416830997,0.866767505708328,0.6504975517295846,2535
S_band1,2.4,30.0,0.1,11.0,0.71,0.2916666666666667,0.2531630353117955,33378.25204760728,100,0.3,0.9,10000.0,2.0,300000.0,0.045,FlexiblePV,0.3,100.0,0.03,12.303,0.1230299999999999,LiFe_18650,3,0.018,0.065,69730,57.75,3.460104124331423,0.0599152229321458,Aluminizedkapton_0.5mil,0.03,1420,0.55,0.0005,9.3555e-10,0.0213,0.5024082582439414,7.584068934084636,6.889591326981374,6.657171427089726,0.8055142010590444,0.9968523086093581,0.5438929864964681,0.8834473997041075,0.6502991452991453,0.8043864777009943,0.9954333271278766,0.36013868532269655,0.8275991701217731,0.6504299754299754,0.8014810581277292,0.9948792004508598,0.29082839079363293,0.866767505708328,0.6504975517295846,2536
VHF,0.3,60.0,0.1,8.0,0.59,1.1666666666666667,0.0329062499999999,74132.66352746598,1000,1.5,2.5,25000.0,4.0,600000.0,0.12,CFRP_substrate1,0.15,69.0,0.03,6.1515,0.0891521739130434,LiFePO4,3,0.021,0.07,103000,89.0,7.491779562960483,0.0841772984602301,Silveredteflon_2mil,0.03,2100,0.66,0.002,1.12266e-09,0.126,0.4522357223732736,5.87714698924694,4.9062020949288785,4.411727387029563,0.6871709674643247,0.5923872551129745,0.3629908251917677,0.7297152512515772,0.6502991452991453,0.5659096618829511,0.39798447733519676,0.347296399701554,0.5587442883248481,0.6504299754299754,0.530382376190999,0.3051150117415421,0.2640073384776702,0.601352355058977,0.6504975517295846,2537
S_band1,2.4,30.0,0.1,11.0,0.71,0.2916666666666667,0.2531630353117955,33378.25204760728,1000,1.5,2.5,25000.0,4.0,600000.0,0.12,CFRP_substrate1,0.15,69.0,0.03,6.1515,0.0891521739130434,LiCF,3,0.018,0.065,215600,98.0,10.698385905719988,0.1091672031195917,Aluminizedkapton_1mil,0.03,1420,0.67,0.001,1.1396699999999996e-09,0.0426,0.6140824123444307,6.904855106984682,5.587625649729006,4.846515384660276,0.7782280820762169,0.645444674729616,0.5438924726153986,0.8834473997041075,0.6502991452991453,0.6910450854392126,0.40657430435924563,0.3601385460331198,0.8275991701217731,0.6504299754299754,0.5469483453915475,0.2633947089037774,0.3568151058162982,0.7996606408703608,0.6504975517295846,2538
S_band1,2.4,30.0,0.1,11.0,0.71,0.2916666666666667,0.2531630353117955,33378.25204760728,500,1.5,3.0,20000.0,3.0,500000.0,0.075,Polyimide2,0.148,75.0,0.03,6.06948,0.0809264,Li-polymer,3,0.018,0.065,169500,119.0,8.410836785804907,0.0706793007210496,Silveredteflon_2mil,0.03,2100,0.66,0.002,1.12266e-09,0.126,0.6057687360328452,6.806550808520161,5.443616384613793,4.959370822324939,0.7048737167815484,0.6633110002757103,0.5438924835108434,0.8834473997041075,0.6502991452991453,0.5760348273086731,0.4280540558312659,0.3601385489727158,0.8275991701217731,0.6504299754299754,0.5299209641019174,0.2879548194789318,0.399836204581695,0.7559092812444572,0.6504975517295846,2539
L_band1,1.35,60.0,0.09,9.0,0.62,0.2592592592592592,0.0828934936523437,50122.333674452246,500,1.5,3.0,20000.0,3.0,500000.0,0.075,FlexiblePV,0.3,100.0,0.03,12.303,0.1230299999999999,NiH2_single,3,0.018,0.065,85500,57.0,4.242634484875041,0.0744321839451761,Aluminizedteflon_5mil,0.03,2200,0.66,0.005,1.12266e-09,0.33,0.6853556775975199,6.910937210623079,6.327751062457271,6.0185663340447295,0.659404925038218,0.9997280231852663,0.45652271427649677,0.8055177405081972,0.6502991452991453,0.6620320262579736,0.9997280231852663,0.3548623115232219,0.6640880067061814,0.6504299754299754,0.6595240566449646,0.9997045218328697,0.2547472210151861,0.7227828482889846,0.6504975517295846,2540
